File Name,Rows,Columns,Unique Satellites,Unique Gateways,Unique Cells,Assigned Cells,Unassigned Cells,Used Gateways,Unused Gateways
file_data_00_00_00.csv,4569,12,112,54,4569,4569,0,53,1
file_data_00_01_20.csv,4569,12,106,54,4569,4569,0,51,3
file_data_00_33_00.csv,4569,12,110,54,4569,4244,325,43,11
