unique_satellite_id,predicted_gateway,actual_gateway_id,assigned_cells,actual_cell_ids
438,20,20,"[0, 12, 155, 216, 217, 246, 269, 306, 313, 389, 419, 441, 487, 513, 516, 518, 532, 627, 636, 708, 773, 784, 847, 868, 876, 880, 939, 947, 977, 982, 1046, 1068, 1074, 1076, 1104, 1141, 1162, 1177, 1190, 1194, 1229, 1271, 1285, 1323, 1403, 1404, 1414, 1426, 1478, 1490, 1496, 1586, 1617, 1635, 1656, 1692, 1710, 1748, 1760, 1771, 1830, 1857, 1914, 2023, 2033, 2047, 2062, 2073, 2075, 2112, 2122, 2147, 2182, 2202, 2230, 2231, 2243, 2246, 2265, 2268, 2311, 2338, 2346, 2446, 2495, 2496, 2501, 2518, 2551, 2559, 2584, 2588, 2615, 2677, 2766, 2771, 2786, 2806, 2824, 2853, 2876, 2886, 2888, 2941, 2944, 2958, 2983, 2985, 3099, 3134, 3150, 3160, 3162, 3166, 3168, 3188, 3204, 3250, 3334, 3370, 3376, 3382, 3390, 3429, 3439, 3440, 3448, 3453, 3458, 3468, 3475, 3509, 3514, 3518, 3522, 3566, 3578, 3678, 3715, 3722, 3779, 3810, 3909, 3935, 3938, 3947, 3976, 3979, 4012, 4035, 4054, 4060, 4061, 4065, 4068, 4071, 4079, 4088, 4090, 4097, 4145, 4147, 4322, 4323, 4346, 4379, 4397, 4465]","[0, 12, 269, 313, 518, 532, 627, 683, 784, 847, 880, 953, 977, 982, 1046, 1126, 1162, 1177, 1190, 1271, 1293, 1404, 1414, 1496, 1586, 1620, 1748, 1771, 2073, 2075, 2112, 2122, 2147, 2157, 2182, 2202, 2246, 2265, 2268, 2311, 2399, 2494, 2495, 2526, 2559, 2588, 2771, 2786, 2806, 2824, 2921, 2983, 2985, 3012, 3166, 3188, 3249, 3250, 3257, 3334, 3370, 3376, 3412, 3440, 3468, 3509, 3522, 3671, 3779, 3810, 3847, 3909, 3938, 3947, 3976, 4012, 4035, 4060, 4065, 4068, 4071, 4097, 4323, 4465]"
1547,52,53,"[1, 7, 106, 133, 171, 187, 228, 233, 243, 274, 312, 328, 345, 398, 399, 408, 416, 428, 444, 445, 481, 512, 514, 530, 556, 572, 586, 609, 704, 711, 720, 723, 769, 781, 804, 819, 826, 828, 837, 881, 933, 945, 949, 964, 976, 988, 1012, 1013, 1024, 1070, 1082, 1132, 1163, 1173, 1195, 1204, 1235, 1248, 1255, 1258, 1270, 1321, 1330, 1376, 1417, 1418, 1425, 1443, 1472, 1512, 1655, 1658, 1667, 1694, 1708, 1716, 1720, 1742, 1766, 1788, 1799, 1807, 1828, 1865, 1898, 1912, 1922, 1929, 1968, 1988, 1994, 2027, 2049, 2076, 2134, 2159, 2169, 2210, 2215, 2258, 2290, 2351, 2362, 2378, 2384, 2392, 2403, 2407, 2417, 2424, 2477, 2479, 2497, 2543, 2548, 2554, 2568, 2594, 2619, 2637, 2685, 2692, 2696, 2703, 2759, 2761, 2804, 2877, 2882, 2897, 2898, 2905, 2942, 2954, 2961, 2986, 3023, 3032, 3077, 3082, 3097, 3126, 3136, 3158, 3177, 3178, 3218, 3232, 3266, 3281, 3304, 3312, 3323, 3324, 3339, 3342, 3398, 3415, 3424, 3549, 3557, 3559, 3564, 3622, 3630, 3631, 3655, 3675, 3713, 3716, 3721, 3733, 3734, 3744, 3831, 3850, 3865, 3907, 3908, 3951, 3993, 4056, 4115, 4127, 4135, 4158, 4186, 4187, 4207, 4223, 4231, 4259, 4263, 4273, 4274, 4283, 4301, 4318, 4341, 4358, 4373, 4400, 4432, 4473, 4493, 4494, 4495]","[1, 377, 437, 614, 687, 698, 710, 832, 963, 1132, 1147, 1650, 1715, 1749, 1769, 1794, 2521, 2558, 2753, 3037, 3068, 3544, 3622, 3707, 3944, 4020, 4402, 4447, 4480]"
210,39,5,"[87, 122, 139, 149, 165, 255, 309, 382, 403, 542, 582, 593, 628, 630, 651, 676, 722, 730, 866, 904, 907, 912, 973, 1021, 1053, 1093, 1137, 1148, 1176, 1187, 1199, 1224, 1242, 1286, 1298, 1312, 1357, 1358, 1401, 1435, 1461, 1481, 1495, 1497, 1506, 1521, 1545, 1567, 1605, 1630, 1645, 1705, 1761, 1770, 1790, 1819, 1840, 1856, 1859, 1879, 1987, 2000, 2015, 2040, 2052, 2118, 2126, 2140, 2209, 2222, 2272, 2289, 2304]","[2, 23, 99, 112, 119, 120, 127, 138, 158, 259, 454, 575, 605, 667, 796, 961, 1030, 1196, 1207, 1254, 1276, 1391, 1718, 1852, 1893, 1933, 2059, 2155, 2335, 2440, 2513, 2622, 2704, 2726, 2814, 2906, 2908, 2919, 2933, 2953, 2956, 2990]"
257,30,30,"[3, 103, 166, 175, 191, 210, 266, 267, 275, 297, 317, 333, 364, 373, 388, 390, 401, 494, 520, 578, 625, 714, 751, 806, 841, 843, 849, 878, 967, 985, 1035, 1042, 1105, 1112, 1116, 1125, 1136, 1172, 1218, 1251, 1305, 1319, 1367, 1374, 1383, 1447, 1460, 1470, 1505, 1523, 1580, 1590, 1610, 1623, 1641, 1686, 1758, 1797, 1806, 1837, 1854, 1860]","[3, 10, 103, 166, 175, 225, 237, 238, 266, 390, 404, 457, 494, 520, 563, 581, 606, 625, 685, 751, 1307, 1453, 1695, 2069, 2473, 2537, 2592, 2627, 2629, 2796, 2856, 2870, 2902, 2966, 3261, 3609, 3702, 3821, 3864, 3922, 4137, 4236, 4521, 4552]"
1410,36,36,"[2260, 2269, 2275, 2282, 2337, 2347, 2370, 2377, 2419, 2443, 2523, 2549, 2550, 2579, 2600, 2604, 2683, 2720, 2757, 2821, 2826, 2842, 2847, 2866, 2881, 2915, 2964, 3051, 3055, 3113, 3121, 3183, 3194, 3208, 3213, 3264, 3293, 3315, 3336, 3338, 3400, 3420, 3428, 3459, 3497, 3524, 3545, 3590, 3643, 3648, 3719, 3737, 3860, 3862, 3863, 3872, 3875, 3878, 3881, 3910, 3934, 3941, 3973, 4006, 4026, 4042, 4051, 4105, 4168, 4198, 4201, 4215, 4230, 4256, 4261, 4268, 4311, 4317, 4355, 4361, 4426, 4451, 4517, 4523]","[4, 25, 44, 250, 252, 344, 397, 417, 460, 553, 574, 686, 695, 762, 767, 792, 824, 839, 840, 901, 1038, 1043, 1080, 1115, 1186, 1205, 1313, 1342, 1419, 1427, 1554, 1614, 1704, 1753, 1870, 1875, 1883, 1976, 1985, 2018, 2041, 2083, 2113, 2156, 2176, 2219, 2221, 2275, 2337, 2347, 2419, 2443, 2523, 2550, 2600, 2604, 2683, 2720, 2821, 2842, 2847, 2964, 3113, 3293, 3336, 3400, 3420, 3459, 3545, 3590, 3719, 3737, 3862, 3878, 3881, 3973, 4026, 4051, 4105, 4201, 4215, 4230, 4256, 4361, 4517, 4523]"
1502,42,42,"[5, 27, 50, 79, 85, 125, 134, 135, 140, 173, 184, 185, 197, 198, 224, 232, 235, 326, 335, 357, 385, 411, 545, 571, 608, 755, 756, 759, 856, 857, 903, 922, 957, 986, 1033, 1036, 1058, 1084, 1087, 1089, 1129, 1151, 1165, 1180, 1209, 1211, 1228, 1290, 1318, 1337, 1345, 1353, 1355, 1375, 1387, 1390, 1397, 1399, 1407, 1458, 1475, 1482, 1499, 1503, 1510, 1528, 1536, 1544, 1575, 1583, 1604, 1657, 1666, 1683, 1713, 1732, 1762, 1784, 1810, 1827, 1880, 1888, 1924, 1928, 1935, 1938, 1956, 1963, 1999, 2070, 2077, 2098, 2108, 2117, 2190, 2262, 2281, 2312, 2349, 2355, 2356, 2365, 2401, 2412, 2434, 2448, 2455, 2478, 2490, 2520, 2612, 2631, 2639, 2650, 2668, 2711, 2725, 2762, 2769, 2775, 2832, 2834, 2862, 2872, 2875, 2939, 2981, 2987, 3024, 3029, 3042, 3050, 3061, 3062, 3070, 3071, 3090, 3101, 3131, 3155, 3224, 3277, 3449, 3451, 3466, 3477, 3504, 3519, 3535, 3552, 3558, 3572, 3625, 3712, 3714, 3736, 3771, 3776, 3793, 3796, 3809, 3836, 3838, 3871, 3929, 4102, 4142, 4148, 4163, 4195, 4220, 4237, 4271, 4293, 4335, 4340, 4350, 4368, 4380, 4387, 4391, 4420, 4425, 4436, 4455, 4479]","[5, 46, 50, 134, 135, 184, 246, 306, 357, 385, 389, 411, 545, 571, 755, 856, 957, 1036, 1058, 1089, 1165, 1228, 1290, 1318, 1353, 1355, 1399, 1403, 1426, 1475, 1503, 1536, 1575, 1713, 1728, 1805, 1888, 1938, 1963, 1999, 2023, 2190, 2262, 2496, 2612, 2615, 2631, 2769, 2775, 2862, 2939, 2981, 2987, 3042, 3050, 3061, 3062, 3071, 3090, 3131, 3155, 3439, 3477, 3519, 3535, 3552, 3554, 3625, 3678, 3712, 3793, 3809, 3838, 3871, 3929, 4142, 4195, 4237, 4271, 4340, 4420, 4436, 4455, 4479]"
278,41,41,"[6, 36, 48, 63, 94, 102, 126, 142, 145, 194, 203, 206, 227, 289, 291, 337, 352, 363, 367, 431, 478, 499, 511, 526, 533, 552, 558, 569, 588, 652, 662, 665, 689, 727, 734, 741, 757, 817, 853, 872, 886, 962, 974, 993, 994, 1015, 1019, 1054, 1056, 1065, 1096, 1097, 1168, 1171, 1240, 1343, 1384, 1422, 1423, 1429, 1431, 1434, 1436, 1464, 1530, 1537, 1572, 1577, 1584, 1591, 1636, 1663, 1674, 1697, 1747, 1783, 1838, 1874, 1884, 1917, 1921, 1931, 1942, 1943, 1957, 1991, 1993, 2005, 2008, 2022, 2030, 2032, 2039, 2065, 2067, 2082, 2084, 2085, 2115, 2133, 2138, 2168, 2196, 2206, 2224, 2237, 2286, 2299, 2352, 2357, 2379, 2409, 2445, 2509, 2514, 2522, 2524, 2533, 2582, 2607, 2609, 2671, 2690, 2738, 2744, 2750, 2756, 2777, 2873, 2896, 2922, 2925, 2931, 2949, 2960, 3011, 3027, 3041, 3080, 3083, 3105, 3122, 3128, 3129, 3147, 3153, 3159, 3164, 3173, 3216, 3254, 3383, 3409, 3443, 3499, 3547, 3573, 3598, 3603, 3606, 3646, 3657, 3775, 3777, 3830, 3870, 3887, 3891, 3895, 3900, 3959, 3992, 4016, 4043, 4121, 4146, 4203, 4232, 4252, 4260, 4307, 4308, 4326, 4333, 4354, 4392, 4417, 4439, 4474, 4476, 4502, 4532, 4543]","[6, 8, 145, 194, 206, 289, 291, 511, 526, 558, 569, 588, 665, 727, 853, 872, 993, 1019, 1054, 1422, 1429, 1436, 1530, 1584, 1636, 1874, 1884, 1917, 1942, 1957, 1991, 1993, 2005, 2030, 2032, 2048, 2115, 2116, 2196, 2203, 2237, 2274, 2299, 2352, 2379, 2409, 2522, 2524, 2533, 2607, 2628, 2651, 2690, 2738, 2744, 2750, 2756, 2925, 2931, 2949, 3027, 3044, 3122, 3147, 3152, 3153, 3173, 3216, 3383, 3409, 3657, 3777, 3830, 3891, 3895, 3959, 3992, 4116, 4232, 4294, 4307, 4439, 4444, 4502]"
29,4,52,"[2313, 2323, 2373, 2382, 2389, 2394, 2437, 2449, 2452, 2458, 2464, 2521, 2560, 2562, 2598, 2603, 2610, 2620, 2627, 2629, 2635, 2666, 2827, 2835, 2859, 2861, 2879, 2885, 3039, 3053, 3054, 3096, 3124, 3255, 3316, 3332, 3344, 3361, 3381, 3454, 3474, 3507, 3516, 3546, 3563, 3609, 3612, 3614, 3632, 3676, 3702, 3704, 3706, 3729, 3743, 3808, 3857, 3906, 3918, 3922, 3960, 3965, 4063, 4073, 4098, 4100, 4120, 4175, 4192, 4209, 4214, 4226, 4236, 4247, 4267, 4295, 4337, 4338, 4344, 4401, 4449, 4462, 4521, 4531, 4559]","[7, 39, 40, 106, 133, 228, 253, 380, 408, 514, 555, 692, 704, 781, 1204, 1270, 1446, 1472, 1487, 1535, 1634, 1694, 1742, 1881, 1905, 1997, 2195, 2210, 2378, 2384, 2595, 2700, 2727, 2836, 3018, 3218, 3407, 3491, 3498, 3557, 3564, 4028]"
74,21,31,"[9, 17, 30, 59, 86, 111, 302, 307, 323, 348, 400, 493, 508, 550, 563, 565, 577, 613, 663, 679, 716, 721, 746, 765, 770, 777, 788, 862, 894, 923, 927, 928, 948, 966, 991, 1041, 1077, 1098, 1114, 1127, 1160, 1161, 1215, 1237, 1241, 1244, 1250, 1253, 1256, 1277, 1448, 1455, 1469, 1477, 1489, 1563, 1581, 1582, 1608, 1615, 1640, 1727, 1798, 1869, 1871, 1886, 1896, 1901, 1906, 1907, 1934, 1973, 2013, 2081, 2087, 2094, 2104, 2153, 2244, 2292, 2298, 2314, 2350, 2371, 2416, 2555, 2569, 2590, 2596, 2606, 2642, 2678, 2731, 2760, 2870, 2895, 2927, 2947, 3002, 3130, 3146, 3149, 3170, 3181, 3196, 3231, 3236, 3294, 3326, 3341, 3399, 3423, 3426, 3435, 3445, 3450, 3629, 3644, 3667, 3677, 3689, 3725, 3732, 3774, 3781, 3817, 3820, 3845, 3853, 3854, 3890, 3892, 3902, 3970, 3974, 3983, 4001, 4017, 4030, 4033, 4143, 4152, 4254, 4272, 4304, 4329, 4357, 4412, 4501, 4515, 4535, 4553]","[9, 17, 59, 307, 400, 503, 508, 565, 577, 679, 716, 721, 746, 765, 770, 777, 788, 862, 923, 927, 928, 966, 991, 1041, 1077, 1215, 1241, 1244, 1250, 1253, 1277, 1455, 1469, 1477, 1489, 1563, 1615, 1640, 1869, 1871, 1901, 1907, 1973]"
347,11,5,"[1500, 1511, 1525, 1539, 1547, 1552, 1553, 1558, 1585, 1592, 1597, 1599, 1600, 1607, 1621, 1625, 1628, 1633, 1637, 1677, 1681, 1698, 1703, 1706, 1719, 1726, 1735, 1737, 1738, 1740, 1759, 1767, 1776, 1791, 1795, 1809, 1811, 1826, 1829, 1835, 1882, 1925, 1962, 1980, 1981, 1983, 2019, 2025, 2050, 2074, 2078, 2088, 2139, 2143, 2145, 2163, 2164, 2166, 2173, 2179, 2201, 2216, 2217, 2223, 2228, 2238, 2247, 2248, 2255, 2256, 2263, 2273, 2293, 2320, 2334, 2354, 2361, 2383, 2408, 2420, 2422, 2430, 2436, 2444, 2462, 2468, 2472, 2483, 2489, 2492, 2502, 2508, 2527, 2539, 2570, 2618, 2630, 2633, 2645, 2662, 2712, 2713, 2717, 2722, 2740, 2742, 2778, 2829, 2843, 2855, 2890, 2929]","[11, 178, 334, 387, 1090, 1143, 1633, 1972, 2616, 2957, 3103, 3203, 3267, 3321, 3345, 3350, 3360, 3371, 3483, 3489, 3579, 3592, 3599, 3665, 3682, 3764, 3829, 3849, 3879, 4009, 4023, 4045, 4046, 4199, 4217, 4343, 4457, 4478, 4498, 4504, 4514, 4534]"
