unique_satellite_id,predicted_gateway,actual_gateway_id,assigned_cells,actual_cell_ids
1455,10,20,"[2829, 2855, 2891, 2912, 2921, 2923, 2946, 2963, 2969, 2970, 2973, 2977, 2980, 2998, 3012, 3026, 3048, 3056, 3065, 3069, 3073, 3107, 3119, 3123, 3169, 3186, 3195, 3229, 3245, 3249, 3253, 3257, 3265, 3270, 3286, 3299, 3302, 3317, 3348, 3365, 3370, 3380, 3389, 3404, 3412, 3421, 3442, 3461, 3484, 3485, 3486, 3496, 3506, 3511, 3531, 3553, 3562, 3568, 3585, 3588, 3666, 3671, 3708, 3720, 3741, 3746, 3755, 3780, 3788, 3800, 3846, 3847, 3856, 3858, 3897, 3917, 3937, 3939, 3943, 3948, 3963, 3996, 4014, 4019, 4038, 4080, 4154, 4159, 4178, 4189, 4208, 4255, 4258, 4281, 4285, 4288, 4312, 4345, 4365, 4395, 4399, 4410, 4411, 4481, 4483, 4526, 4538]","[0, 12, 269, 313, 518, 532, 627, 683, 784, 847, 880, 953, 977, 982, 1046, 1126, 1162, 1177, 1190, 1271, 1293, 1404, 1414, 1496, 1586, 1620, 1748, 1771, 2073, 2075, 2112, 2122, 2147, 2157, 2182, 2202, 2246, 2265, 2268, 2311, 2399, 2494, 2495, 2526, 2559, 2588, 2771, 2786, 2806, 2824, 2921, 2983, 2985, 3012, 3166, 3188, 3249, 3250, 3257, 3334, 3370, 3376, 3412, 3440, 3468, 3509, 3522, 3671, 3779, 3810, 3847, 3909, 3938, 3947, 3976, 4012, 4035, 4060, 4065, 4068, 4071, 4097, 4323, 4465]"
484,53,53,"[13, 33, 55, 60, 110, 136, 152, 215, 318, 327, 330, 340, 376, 381, 427, 437, 467, 468, 488, 543, 583, 591, 610, 616, 656, 666, 710, 740, 745, 752, 763, 892, 909, 910, 920, 944, 978, 997, 1217, 1249, 1273, 1335, 1360, 1395, 1409, 1466, 1566, 1588, 1611, 1647, 1660, 1664, 1676, 1693, 1701, 1709, 1717, 1733, 1751, 1769, 1794, 1839, 1863, 1915, 1916, 1979, 1995, 2024, 2101, 2114, 2119, 2137, 2152, 2154, 2200, 2212, 2240, 2242, 2277, 2288, 2295, 2319, 2360, 2380, 2381, 2397, 2431, 2450, 2469, 2500, 2558, 2653, 2673, 2686, 2721, 2728, 2730, 2743, 2745, 2785, 2974, 3067, 3068, 3075, 3084, 3106, 3127, 3145, 3187, 3209, 3227, 3268, 3307, 3369, 3401, 3418, 3447, 3469, 3481, 3533, 3538, 3593, 3620, 3649, 3735, 3773, 3883, 3885, 3928, 3968, 4011, 4048, 4074, 4082, 4164, 4183, 4212, 4216, 4242, 4250, 4292, 4315, 4353, 4421, 4428, 4446, 4447, 4480, 4516, 4566]","[1, 13, 110, 264, 330, 340, 365, 376, 377, 381, 437, 543, 566, 614, 656, 666, 687, 698, 710, 740, 832, 920, 944, 963, 1132, 1147, 1191, 1249, 1273, 1418, 1425, 1650, 1715, 1749, 1769, 1794, 1803, 1919, 1979, 2024, 2086, 2101, 2114, 2128, 2159, 2342, 2381, 2397, 2500, 2521, 2558, 2648, 2653, 2723, 2753, 2858, 2974, 3037, 3049, 3068, 3084, 3145, 3227, 3307, 3481, 3544, 3549, 3622, 3707, 3716, 3944, 4004, 4018, 4020, 4055, 4099, 4250, 4353, 4402, 4447, 4480, 4490, 4516]"
210,5,5,"[2485, 2488, 2491, 2541, 2565, 2583, 2605, 2616, 2622, 2640, 2652, 2659, 2684, 2699, 2714, 2715, 2726, 2733, 2751, 2755, 2790, 2803, 2808, 2822, 2848, 2887, 2908, 2910, 2913, 2935, 2950, 2953, 2990, 3005, 3046, 3066, 3079, 3086, 3088, 3089, 3092, 3093, 3172, 3179, 3182, 3211, 3220, 3235, 3256, 3262, 3267, 3283, 3329, 3345, 3352, 3360, 3366, 3379, 3388, 3411, 3427, 3438, 3456, 3457, 3470, 3489, 3492, 3517, 3539, 3570, 3579, 3595, 3621, 3633, 3650, 3665, 3682, 3710, 3731, 3753, 3759, 3786, 3837, 3849, 3868, 3876, 3905, 3930, 3967, 3971, 4024, 4044, 4046, 4066, 4077, 4084, 4093, 4113, 4122, 4141, 4150, 4197, 4210, 4218, 4251, 4257, 4289, 4297, 4309, 4325, 4342, 4367, 4374, 4375, 4409, 4416, 4438, 4442, 4457, 4504, 4511, 4527, 4534, 4545, 4564]","[2, 23, 99, 138, 387, 605, 961, 1090, 1143, 1893, 2155, 2440, 2513, 2616, 2726, 2919, 2933, 2990, 3103, 3321, 3345, 3592, 3682, 4023, 4199, 4457, 4478, 4534]"
211,30,30,"[1872, 1903, 2031, 2071, 2120, 2136, 2149, 2170, 2178, 2283, 2285, 2345, 2366, 2441, 2498, 2592, 2601, 2625, 2689, 2706, 2729, 2735, 2962, 2996, 3028, 3030, 3059, 3139, 3205, 3289, 3425]","[3, 10, 103, 166, 175, 225, 237, 238, 266, 390, 404, 457, 494, 520, 563, 581, 606, 625, 685, 751, 814, 823, 1172, 1307, 1453, 1470, 1505, 1580, 1590, 1610, 1623, 1665, 1695, 1806, 2045, 2069, 2092, 2170, 2250, 2252, 2314, 2348, 2537]"
460,45,36,"[2219, 2275, 2282, 2337, 2347, 2419, 2451, 2466, 2515, 2523, 2550, 2579, 2604, 2658, 2757, 2842, 2847, 2894, 2915, 2964, 3009, 3034, 3055, 3078, 3094, 3109, 3110, 3113, 3121, 3183, 3184, 3208, 3213, 3315, 3336, 3338, 3392, 3400, 3459, 3590, 3656, 3737, 3927, 3973, 4007, 4026, 4039, 4105, 4156, 4168, 4179, 4230, 4256, 4261, 4270, 4284, 4311, 4317, 4361, 4517, 4529]","[4, 25, 44, 250, 252, 344, 397, 417, 460, 553, 574, 686, 695, 762, 767, 792, 824, 839, 840, 901, 1038, 1043, 1080, 1115, 1186, 1205, 1313, 1342, 1419, 1427, 1554, 1614, 1704, 1753, 1870, 1875, 1883, 1976, 1985, 2018, 2041, 2083, 2113, 2156, 2176, 2219, 2221, 2275, 2337, 2347, 2419, 2443, 2523, 2550, 2600, 2604, 2683, 2720, 2821, 2842, 2847, 2964, 3113, 3293, 3336, 3400, 3420, 3459, 3545, 3590, 3719, 3737, 3862, 3878, 3881, 3973, 4026, 4051, 4105, 4201, 4215, 4230, 4256, 4361, 4517, 4523]"
1547,0,42,"[1894, 1928, 2007, 2028, 2029, 2038, 2063, 2097, 2110, 2207, 2267, 2310, 2333, 2364, 2372, 2395, 2412, 2447, 2455, 2532, 2617, 2656, 2657, 2668, 2676, 2679, 2724, 2794, 2813, 2830, 2841, 2878, 2936, 2965, 3013, 3060, 3141, 3191, 3223, 3224, 3252, 3296, 3306, 3386, 3451, 3463, 3466, 3527, 3604, 3619, 3705, 3714, 3749, 3771, 3798, 3855, 3978, 4062, 4095, 4126, 4128, 4134, 4151, 4153, 4180, 4188, 4233, 4248, 4306, 4310, 4314, 4350, 4380, 4394, 4403, 4463, 4464, 4466, 4471, 4520]","[5, 46, 50, 134, 135, 184, 246, 306, 357, 385, 389, 411, 545, 571, 755, 856, 957, 1036, 1058, 1089, 1165, 1228, 1290, 1318, 1353, 1355, 1399, 1403, 1426, 1475, 1503, 1536, 1575, 1713, 1728, 1805, 1888, 1938, 1963, 1999, 2023, 2190, 2262, 2496, 2612, 2615, 2631, 2769, 2775, 2862, 2939, 2981, 2987, 3042, 3050, 3061, 3062, 3071, 3090, 3131, 3155, 3439, 3477, 3519, 3535, 3552, 3554, 3625, 3678, 3712, 3793, 3809, 3838, 3871, 3929, 4142, 4195, 4237, 4271, 4340, 4420, 4436, 4455, 4479]"
300,41,41,"[2085, 2115, 2133, 2138, 2168, 2196, 2206, 2224, 2237, 2286, 2299, 2352, 2357, 2379, 2409, 2445, 2509, 2514, 2522, 2524, 2533, 2582, 2607, 2609, 2671, 2690, 2738, 2744, 2750, 2756, 2777, 2873, 2896, 2922, 2925, 2931, 2949, 2960, 3011, 3027, 3041, 3080, 3083, 3105, 3122, 3128, 3129, 3147, 3153, 3159, 3164, 3173, 3216, 3254, 3383, 3409, 3443, 3499, 3547, 3573, 3598, 3603, 3606, 3646, 3657, 3775, 3777, 3830, 3870, 3887, 3891, 3895, 3900, 3959, 3992, 4016, 4043, 4121, 4146, 4203, 4232, 4252, 4260, 4307, 4308, 4326, 4333, 4354, 4392, 4417, 4439, 4474, 4476, 4502, 4532, 4543]","[6, 8, 145, 194, 206, 289, 291, 511, 526, 558, 569, 588, 665, 727, 853, 872, 993, 1019, 1054, 1422, 1429, 1436, 1530, 1584, 1636, 1874, 1884, 1917, 1942, 1957, 1991, 1993, 2005, 2030, 2032, 2048, 2115, 2116, 2196, 2203, 2237, 2274, 2299, 2352, 2379, 2409, 2522, 2524, 2533, 2607, 2628, 2651, 2690, 2738, 2744, 2750, 2756, 2925, 2931, 2949, 3027, 3044, 3122, 3147, 3152, 3153, 3173, 3216, 3383, 3409, 3657, 3777, 3830, 3891, 3895, 3959, 3992, 4116, 4232, 4294, 4307, 4439, 4444, 4502]"
1524,50,52,"[21, 27, 72, 79, 173, 179, 197, 233, 243, 264, 296, 325, 326, 342, 365, 366, 377, 405, 429, 432, 448, 465, 476, 481, 530, 548, 566, 609, 614, 617, 687, 698, 711, 717, 756, 813, 832, 857, 882, 903, 922, 941, 945, 949, 956, 963, 964, 988, 1011, 1025, 1044, 1094, 1146, 1147, 1191, 1238, 1325, 1375, 1376, 1397, 1438, 1499, 1510, 1540, 1544, 1555, 1583, 1602, 1659, 1673, 1685, 1715, 1744, 1784, 1799, 1803, 1807, 1810, 1816, 1897, 1900, 1919, 1935, 1954, 1994, 2049, 2066, 2070, 2077, 2086, 2111]","[7, 39, 40, 106, 133, 187, 228, 253, 328, 380, 408, 436, 514, 516, 555, 570, 692, 704, 769, 781, 1204, 1258, 1270, 1323, 1393, 1446, 1472, 1487, 1512, 1535, 1634, 1694, 1708, 1720, 1742, 1788, 1881, 1905, 1922, 1974, 1997, 2195, 2210, 2258, 2343, 2378, 2384, 2479, 2543, 2595, 2619, 2667, 2700, 2727, 2836, 3017, 3018, 3097, 3148, 3218, 3228, 3232, 3396, 3407, 3448, 3491, 3498, 3557, 3564, 3631, 3765, 3867, 4003, 4008, 4013, 4028, 4115, 4283, 4313, 4358, 4431, 4437, 4493, 4495, 4539]"
188,31,31,"[9, 10, 17, 211, 225, 237, 307, 400, 457, 563, 581, 606, 685, 746, 788, 814, 823, 927, 928, 955, 1041, 1098, 1157, 1220, 1241, 1244, 1250, 1277, 1448, 1563, 1615, 1640, 1665, 1901, 1973, 2045, 2058, 2069, 2092, 2094, 2124, 2250, 2252, 2292, 2314, 2348, 2371, 2416, 2418, 2473, 2537, 2590, 2602, 2606, 2678, 2760, 2774, 2796, 2856, 2870, 2880, 2889, 2902, 2937, 2947, 2966, 3130, 3132, 3231, 3259, 3261, 3294, 3423, 3435, 3450, 3487, 3542, 3551, 3689, 3774, 3781, 3814, 3864, 3877, 3890, 3892, 3970, 3990, 3994, 4059, 4137, 4155, 4304, 4535, 4551, 4552, 4568]","[9, 17, 59, 307, 400, 503, 508, 565, 577, 679, 716, 721, 746, 765, 770, 777, 788, 862, 923, 927, 928, 966, 991, 1041, 1077, 1215, 1241, 1244, 1250, 1253, 1277, 1455, 1469, 1477, 1489, 1563, 1615, 1640, 1869, 1871, 1901, 1907, 1973]"
347,12,5,"[3103, 3197, 3203, 3244, 3272, 3305, 3314, 3321, 3350, 3351, 3371, 3378, 3385, 3394, 3414, 3444, 3483, 3541, 3574, 3592, 3599, 3613, 3626, 3664, 3687, 3698, 3747, 3748, 3764, 3766, 3769, 3770, 3804, 3829, 3835, 3839]","[11, 112, 119, 127, 158, 178, 259, 575, 1207, 1276, 1633, 2059, 2335, 2953, 2956, 3203, 3267, 3483, 3489, 3579, 3665, 3764, 3829, 3849, 3879, 4045, 4046, 4217]"
