,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
33,0,0,0,0,33,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,30,0,0,0,0,0,0,0,423,0,181,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,89,0,0,0,0,0,0,0,0,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,42
35,0,0,0,0,0,81,120,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,29,42,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,66,0
36,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,41,0,0,0,0,0,0,0,466,0,0,0,0,0,0,0,0
37,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,53,0,50,0
38,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,36,0,0,156,0,0,0,0,117,0,224,0,0
39,0,0,0,39,0,142,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,0,0,0,0,0,0,24,0,0,81,0,0,0,0
40,0,0,107,19,0,16,0,16,0,36,0,0,88,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,0,0,0,0,0,40,0,0,0,0,20,0,0
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,723,0,0,0,0,0,0,0,44,0,0,0,0
42,47,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,240,0,0,0,0,0,0,95,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,199,0,0,0,0,91,0,0,49,0,0,0
43,0,0,0,0,0,39,29,0,89,202,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,33,90,0,0,0,0,0,0,0,30,0,0,0,253,0,0,27,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0,0,0,0,30,47,0,0,0,0,0,0,23,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,501,85,0,0,0,0,0,35,0,0
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,249,535,0,0,0,0,0,0,0,0
46,0,0,0,0,0,213,137,0,88,0,0,0,41,0,0,0,0,0,0,0,0,179,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,87,0,214,0,0,44,0,0,0,0,0,0,0,0,45,0,0,0,45,0,0,0,0,0,0,0,0,43,0,0,87,0,44,0
48,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,22,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633,0,0,0,0,0
49,0,0,0,0,0,47,0,138,0,0,0,0,123,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,269,0,0,0,0,0,0,0,185,0,0,0,0
50,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,71,85,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,170,0,0,0,0,42,0,0,85,0,0,170
51,0,0,0,0,0,39,0,0,0,0,0,153,196,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,189,0,0
52,0,0,0,0,0,0,0,0,0,0,83,83,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,173,0,249,0
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,378
