unique_satellite_id,predicted_gateway,actual_gateway_id,assigned_cells,actual_cell_ids
438,32,20,"[18, 25, 150, 155, 169, 262, 269, 344, 419, 423, 441, 460, 472, 477, 480, 487, 501, 513, 525, 532, 615, 635, 767, 845, 880, 921, 939, 977, 982, 1032, 1043, 1076, 1198, 1236, 1260, 1496, 1546, 1614, 1692, 1696, 1704, 1805, 1830, 1850, 1895, 1976, 2041, 2073, 2112, 2113, 2122, 2146, 2147, 2176, 2202, 2220, 2221, 2243, 2246, 2265, 2269, 2311, 2346, 2377, 2446, 2495, 2549, 2600, 2681, 2720, 2746, 2771, 2821, 2866, 2876, 2886, 2888, 2941, 2944, 2958, 3034, 3052, 3134, 3150, 3184, 3194, 3204, 3264, 3288, 3293, 3376, 3392, 3428, 3429, 3468, 3475, 3522, 3524, 3642, 3643, 3715, 3722, 3810, 3862, 3863, 3872, 3875, 3881, 3909, 3910, 3921, 3935, 3947, 3979, 4006, 4035, 4051, 4065, 4068, 4081, 4147, 4156, 4198, 4268, 4355, 4379, 4397, 4426, 4465, 4547]","[0, 12, 269, 313, 518, 532, 627, 683, 784, 847, 880, 953, 977, 982, 1046, 1126, 1162, 1177, 1190, 1271, 1293, 1404, 1414, 1496, 1586, 1620, 1748, 1771, 2073, 2075, 2112, 2122, 2147, 2157, 2182, 2202, 2246, 2265, 2268, 2311, 2399, 2494, 2495, 2526, 2559, 2588, 2771, 2786, 2806, 2824, 2921, 2983, 2985, 3012, 3166, 3188, 3249, 3250, 3257, 3334, 3370, 3376, 3412, 3440, 3468, 3509, 3522, 3671, 3779, 3810, 3847, 3909, 3938, 3947, 3976, 4012, 4035, 4060, 4065, 4068, 4071, 4097, 4323, 4465]"
439,53,53,"[13, 33, 55, 60, 110, 136, 152, 215, 318, 327, 330, 340, 376, 381, 427, 437, 467, 468, 488, 543, 583, 591, 610, 616, 656, 666, 710, 740, 745, 752, 763, 892, 909, 910, 920, 944, 978, 997, 1217, 1249, 1273, 1335, 1360, 1395, 1409, 1466, 1566, 1588, 1611, 1647, 1660, 1664, 1676, 1693, 1701, 1709, 1717, 1733, 1751, 1769, 1794, 1839, 1863, 1915, 1916, 1979, 1995, 2024, 2101, 2114, 2119, 2137, 2152, 2154, 2200, 2212, 2240, 2242, 2277, 2288, 2295, 2319, 2360, 2380, 2381, 2397, 2431, 2450, 2469, 2500, 2558, 2653, 2673, 2686, 2721, 2728, 2730, 2743, 2745, 2785, 2974, 3067, 3068, 3075, 3084, 3106, 3127, 3145, 3187, 3209, 3227, 3268, 3307, 3369, 3401, 3418, 3447, 3469, 3481, 3533, 3538, 3593, 3620, 3649, 3735, 3773, 3883, 3885, 3928, 3968, 4011, 4048, 4074, 4082, 4164, 4183, 4212, 4216, 4242, 4250, 4292, 4315, 4353, 4421, 4428, 4446, 4447, 4480, 4516, 4566]","[1, 13, 110, 264, 330, 340, 365, 376, 377, 381, 437, 543, 566, 614, 656, 666, 687, 698, 710, 740, 832, 920, 944, 963, 1132, 1147, 1191, 1249, 1273, 1418, 1425, 1650, 1715, 1749, 1769, 1794, 1803, 1919, 1979, 2024, 2086, 2101, 2114, 2128, 2159, 2342, 2381, 2397, 2500, 2521, 2558, 2648, 2653, 2723, 2753, 2858, 2974, 3037, 3049, 3068, 3084, 3145, 3227, 3307, 3481, 3544, 3549, 3622, 3707, 3716, 3944, 4004, 4018, 4020, 4055, 4099, 4250, 4353, 4402, 4447, 4480, 4490, 4516]"
1523,12,5,"[2440, 2442, 2502, 2506, 2508, 2512, 2513, 2527, 2530, 2577, 2616, 2621, 2622, 2630, 2659, 2662, 2682, 2688, 2702, 2704, 2712, 2717, 2726, 2781, 2789, 2799, 2803, 2814, 2817, 2828, 2837, 2848, 2868, 2900, 2906, 2908, 2909, 2919, 2933, 2935, 2956, 2957, 2990, 2994, 3001, 3036, 3064, 3074, 3093, 3103, 3179, 3197, 3203, 3244, 3267, 3272, 3283, 3305, 3314, 3321, 3345, 3350, 3351, 3371, 3378, 3385, 3388, 3394, 3414, 3427, 3438, 3444, 3483]","[2, 11, 23, 99, 112, 119, 120, 127, 138, 158, 178, 259, 334, 387, 454, 575, 605, 667, 796, 961, 1030, 1090, 1143, 1196, 1207, 1254, 1276, 1391, 1633, 1718, 1852, 1893, 1933, 1972, 2059, 2155, 2335, 2440, 2513, 2616, 2957, 4498]"
120,19,30,"[210, 267, 275, 294, 297, 341, 364, 373, 386, 388, 401, 407, 425, 697, 714, 776, 806, 841, 843, 849, 878, 929, 967, 972, 985, 1018, 1035, 1042, 1057, 1105, 1112, 1125, 1136, 1185, 1305]","[3, 10, 103, 166, 175, 225, 237, 238, 266, 390, 404, 457, 494, 520, 563, 581, 606, 625, 685, 751, 814, 823, 1172, 1307, 1453, 1470, 1505, 1580, 1590, 1610, 1623, 1665, 1695, 1806, 2045, 2069, 2092, 2537, 2627, 3609, 3702, 3922, 4521]"
1456,17,36,"[4, 5, 44, 46, 50, 134, 135, 180, 184, 216, 235, 246, 306, 357, 385, 389, 393, 411, 545, 571, 708, 731, 755, 792, 839, 840, 856, 930, 947, 957, 1036, 1058, 1089, 1104, 1141, 1145, 1165, 1194, 1228, 1278, 1290, 1318, 1322, 1344, 1353, 1355, 1399, 1403, 1419, 1420, 1426, 1475, 1490, 1503, 1536, 1554, 1575, 1617, 1618, 1710, 1713, 1728, 1760, 1844, 1857, 1875, 1888, 1938, 1963, 1999, 2016, 2023, 2190, 2231, 2245, 2260, 2262, 2312, 2338, 2370, 2443, 2496, 2551, 2612, 2615, 2631, 2650, 2677, 2683, 2769, 2775, 2826, 2832, 2853, 2862, 2881, 2939, 2981, 2987, 3024, 3042, 3050, 3051, 3061, 3062, 3071, 3090, 3099, 3131, 3155, 3162, 3168, 3382, 3390, 3420, 3439, 3453, 3477, 3497, 3504, 3518, 3519, 3535, 3545, 3552, 3554, 3558, 3566, 3625, 3648, 3678, 3712, 3719, 3736, 3793, 3809, 3812, 3838, 3860, 3871, 3878, 3929, 3934, 3941, 4042, 4088, 4111, 4133, 4142, 4195, 4201, 4215, 4237, 4271, 4346, 4420, 4436, 4451, 4455, 4479, 4523]","[4, 44, 344, 397, 460, 767, 792, 839, 840, 901, 1043, 1115, 1419, 1427, 1875, 1976, 2018, 2041, 2083, 2113, 2176, 2604, 2720, 2821, 3113, 3293, 3459, 3545, 4201, 4215]"
461,50,42,"[1799, 1803, 1807, 1810, 1816, 1897, 1900, 1919, 1935, 1954, 1994, 2049, 2066, 2070, 2077, 2086, 2111, 2128, 2211, 2232, 2281, 2342, 2349, 2351, 2396, 2434, 2448, 2478, 2490, 2510, 2520, 2554, 2571, 2599, 2611, 2637]","[5, 46, 50, 134, 135, 184, 246, 306, 357, 385, 389, 411, 545, 571, 755, 856, 957, 1036, 1058, 1089, 1165, 1228, 1290, 1318, 1353, 1355, 1399, 1403, 1426, 1475, 1503, 1536, 1575, 1728, 1938, 2939, 2987, 3071, 3439, 3552, 3554, 4142]"
1409,38,41,"[1324, 1328, 1339, 1349, 1378, 1385, 1392, 1412, 1415, 1416, 1424, 1437, 1439, 1454, 1456, 1457, 1465, 1504, 1509, 1511, 1524, 1543, 1576, 1579, 1591, 1613, 1616, 1670, 1679, 1699, 1712, 1714, 1741, 1745, 1747, 1768, 1781, 1786, 1789, 1831, 1842, 1845, 1877, 1918, 1923, 1927, 1952, 1970, 1980, 1982, 1990, 1998, 2001, 2004, 2017, 2048, 2072, 2085, 2107, 2116, 2132, 2162, 2165, 2188, 2197, 2203, 2261, 2266, 2270, 2274]","[6, 8, 194, 526, 665, 727, 993, 1422, 1436, 1530, 1584, 1884, 1917, 1993, 2005, 2030, 2048, 2116, 2196, 2203, 2274, 2409, 2522, 2524, 2628, 2651, 2690, 2750, 2925, 2931, 2949, 3147, 3152, 3173, 3777, 3830, 3959, 4116, 4232, 4294, 4307, 4439, 4444]"
1478,10,52,"[2157, 2164, 2173, 2179, 2191, 2223, 2238, 2248, 2273, 2293, 2301, 2320, 2336, 2339, 2374, 2399, 2400, 2408, 2413, 2421, 2422, 2430, 2439, 2462, 2463, 2468, 2472, 2492, 2494, 2511, 2526, 2539, 2552, 2553, 2564, 2576, 2581, 2618, 2633, 2645, 2691, 2695, 2713, 2718, 2719, 2722, 2736, 2742, 2767, 2778, 2783, 2788, 2802, 2829, 2855, 2891, 2912, 2921, 2923, 2946, 2963, 2969, 2970, 2973, 2977, 2980, 2998, 3012, 3026, 3048, 3056, 3065, 3069, 3073, 3107, 3119, 3123, 3169, 3186, 3195]","[7, 39, 40, 106, 133, 187, 228, 253, 328, 380, 408, 436, 514, 516, 555, 570, 692, 704, 769, 781, 1204, 1258, 1270, 1323, 1393, 1446, 1472, 1487, 1512, 1535, 1634, 1694, 1708, 1720, 1742, 1788, 1881, 1905, 1922, 1974, 1997, 2195, 2210, 2258, 2343, 2378, 2384, 2479, 2543, 2595, 2619, 2667, 2700, 2727, 2836, 3017, 3018, 3097, 3148, 3218, 3228, 3232, 3396, 3407, 3448, 3491, 3498, 3557, 3564, 3631, 3765, 3867, 4003, 4008, 4013, 4028, 4115, 4283, 4313, 4358, 4431, 4437, 4493, 4495, 4539]"
142,9,31,"[2488, 2535, 2541, 2573, 2580, 2583, 2640, 2652, 2699, 2714, 2715, 2751, 2790, 2808, 2884, 2903, 2910, 2911, 2913, 2950, 3043, 3046, 3066, 3079, 3086, 3089, 3092, 3125, 3172, 3199, 3220, 3246, 3256, 3262, 3319, 3329, 3340, 3352, 3360, 3366, 3405, 3411, 3456, 3470, 3517, 3539, 3633, 3647, 3650, 3710, 3753, 3759, 3786, 3868, 3923, 3930, 3967, 3971, 3985, 4024, 4044, 4072, 4077, 4109, 4141, 4150, 4166, 4197, 4210, 4218, 4289, 4316, 4325, 4367, 4374, 4377, 4398, 4409, 4438, 4442, 4511, 4524, 4527, 4545, 4564]","[9, 17, 59, 307, 400, 503, 508, 565, 577, 679, 716, 746, 770, 788, 862, 923, 927, 928, 966, 991, 1041, 1077, 1215, 1241, 1244, 1250, 1253, 1277, 1455, 1469, 1477, 1489, 1563, 1615, 1640, 1869, 1871, 1901, 1973, 2094, 2104, 2292]"
97,33,21,"[3, 10, 28, 53, 166, 175, 208, 211, 225, 237, 238, 266, 277, 278, 304, 311, 317, 333, 339, 351, 390, 404, 442, 457, 494, 520, 561, 578, 581, 606, 629, 685, 751, 774, 780, 785, 814, 823, 889, 955, 971, 1116, 1128, 1156, 1157, 1160, 1179, 1193, 1202, 1218, 1220, 1251, 1307, 1379, 1453, 1467, 1470, 1488, 1505, 1580, 1590, 1593, 1623, 1665, 1695, 1723, 1727, 1758, 1940, 1961, 1977, 2006, 2044, 2045, 2058, 2069, 2071, 2081, 2092, 2124, 2136, 2151, 2170, 2175, 2214, 2244, 2250, 2252, 2323, 2348, 2350, 2359, 2366, 2418, 2441, 2473, 2476, 2498, 2537, 2560, 2562, 2592, 2601, 2602, 2603, 2625, 2627, 2629, 2649, 2716, 2729, 2774, 2796, 2809, 2835, 2856, 2879, 2880, 2889, 2892, 2902, 2937, 2962, 2966, 2996, 3132, 3259, 3261, 3316, 3330, 3364, 3425, 3480, 3487, 3501, 3507, 3542, 3546, 3551, 3563, 3609, 3612, 3614, 3702, 3706, 3729, 3743, 3751, 3790, 3808, 3814, 3821, 3864, 3877, 3922, 3990, 3994, 3998, 4057, 4059, 4063, 4098, 4100, 4103, 4120, 4137, 4155, 4173, 4226, 4236, 4295, 4408, 4462, 4469, 4521, 4551, 4552, 4565, 4568]","[14, 86, 111, 231, 273, 302, 323, 348, 446, 550, 562, 613, 645, 663, 706, 894, 948, 1002, 1091, 1114, 1127, 1134, 1161, 1181, 1237, 1239, 1541, 1581, 1582, 1608, 1619, 1684, 1886, 1902, 1906, 1926, 1934, 1964, 2013, 2148, 2153, 2192, 2236, 2435, 2457, 2557, 2596, 2636, 2642, 2654, 2655, 2731, 2782, 2818, 2895, 3025, 3072, 3091, 3108, 3146, 3149, 3215, 3236, 3239, 3326, 3426, 3445, 3530, 3607, 3667, 3677, 3739, 3791, 3805, 3853, 3854, 3902, 3903, 4017, 4030, 4033, 4254, 4320, 4329]"
