unique_satellite_id,predicted_gateway,actual_gateway_id,assigned_cells,actual_cell_ids
5,9,2,"[41, 42, 58, 78, 104, 127, 128, 131, 147, 200, 204, 207, 254, 258, 299, 320, 353, 361, 369, 395, 439, 546, 597, 600, 632, 648, 667, 682, 742, 750, 761, 779, 796, 803, 827, 829, 846, 858, 861, 887, 890, 934, 1004, 1005, 1029, 1060, 1079, 1083, 1085, 1130, 1159, 1213, 1227, 1266, 1334, 1371, 1400]","[144, 347, 912, 1021, 1081, 1154, 1203, 1357, 1440, 1497, 1987, 2643, 2883, 3221, 3403, 3560, 3638, 3988, 4200, 4370, 4567]"
6,25,35,"[38, 39, 40, 74, 116, 214, 239, 241, 253, 298, 380, 434, 436, 484, 489, 522, 531, 555, 570, 692, 724, 728, 743, 760, 786, 918, 1078, 1095, 1308, 1364, 1393, 1446, 1487, 1515, 1519, 1535, 1578, 1634, 1868, 1881, 1905, 1974, 1984, 1997, 2095, 2100, 2102, 2125, 2141, 2180, 2195, 2233, 2303, 2343, 2415, 2460, 2547, 2557, 2595, 2667, 2700, 2727, 2795, 2836, 2867, 3017, 3018, 3098, 3120, 3135, 3148, 3185, 3193, 3228, 3233, 3240, 3260, 3287, 3322, 3407, 3488, 3491, 3498, 3600, 3608, 3635, 3636, 3652, 3672, 3685, 3695, 3765, 3795, 3816, 3832, 3852, 3867, 3940, 4003, 4008, 4010, 4028, 4069, 4114, 4191, 4222, 4240, 4241, 4277, 4279, 4290, 4313, 4389, 4431, 4450, 4499, 4539]","[77, 83, 116, 189, 331, 379, 412, 434, 453, 466, 507, 599, 655, 670, 680, 724, 728, 766, 771, 931, 980, 1037, 1078, 1155, 1175, 1341, 1362, 1411, 1513, 1515, 1578, 1597, 1599, 1621, 1628, 1703, 1706, 1767, 1782, 1868, 1925, 2091, 2100, 2160, 2166, 2251, 2318, 2415, 2748, 2815, 2843, 2984, 3003, 3098, 3120, 3240, 3263, 3287, 3387, 3402, 3452, 3488, 3548, 3591, 3628, 3685, 3727, 3757, 3802, 3832, 3940, 3984, 4010, 4069, 4114, 4240, 4277, 4279, 4290, 4328, 4423, 4485, 4509, 4554]"
7,15,29,[],"[327, 610, 745, 997, 2380, 2465, 2638, 2724, 2728, 2920, 2934, 2992, 3020, 3021, 3214, 3292, 3301, 3363, 3369, 3386, 3430, 3437, 3446, 3505, 3523, 3525, 3589, 3616, 3649, 3651, 3684, 3696, 3754, 3773, 3888, 3972, 4022, 4082, 4125, 4160, 4216, 4238, 4513, 4518]"
27,2,2,[],"[87, 483, 730, 1008, 1137, 1192, 1315, 1317, 1428, 2034, 2079, 2183, 2375, 3217, 3521, 3933, 3999, 4015, 4193, 4262, 4422]"
28,3,5,"[3813, 3933, 3988, 3999, 4015, 4190, 4193, 4200, 4227, 4262, 4430, 4567]","[2, 99, 138, 158, 334, 387, 605, 961, 1090, 1276, 1633, 1718, 2155, 2513, 2616, 2726, 2908, 2919, 2933, 2957, 3321, 3579, 3599, 3682, 3879, 4009, 4199, 4534]"
29,34,34,"[45, 101, 143, 176, 193, 219, 222, 242, 251, 263, 360, 402, 443, 475, 482, 612, 647, 650, 671, 691, 712, 718, 900, 915, 1016, 1099, 1122, 1231, 1261, 1340, 1368, 1381, 1445, 1494, 1564, 1568, 1612, 1650, 1689, 1749, 1754, 1780, 1796, 1813, 1944, 1949, 1959, 1966, 1969, 2026, 2051, 2142, 2186, 2189, 2199, 2213, 2279]","[176, 274, 312, 345, 399, 416, 445, 512, 586, 723, 826, 837, 933, 976, 1012, 1163, 1173, 1235, 1248, 1255, 1321, 1655, 1658, 1667, 1716, 1754, 1766, 1828, 1865, 1898, 1912, 1929, 1988, 2134, 2169, 2215, 2392, 2403, 2452, 2477, 2548, 2568, 2594, 2598, 2635, 2685, 2696, 2703, 2898, 2961, 3023, 3077, 3082, 3136, 3177, 3178, 3266, 3304, 3323, 3332, 3339, 3342, 3344, 3398, 3675, 3721, 3733, 3831, 3865, 3918, 3951, 3960, 3993, 4056, 4127, 4135, 4186, 4187, 4207, 4214, 4231, 4259, 4263, 4267, 4273, 4318]"
30,29,29,"[2638, 2920, 2934, 2992, 3020, 3021, 3214, 3292, 3301, 3363, 3430, 3437, 3446, 3505, 3523, 3525, 3577, 3583, 3589, 3616, 3651, 3684, 3696, 3754, 3888, 3962, 3972, 4022, 4091, 4125, 4160, 4238, 4513, 4518]","[92, 108, 148, 163, 212, 303, 375, 440, 536, 598, 713, 732, 820, 865, 873, 909, 1028, 1103, 1106, 1135, 1150, 1295, 1350, 1363, 1389, 1531, 1542, 1573, 1653, 1661, 1664, 1899, 1971, 2007, 2021, 2035, 2137, 2205, 2212, 2218, 2309, 2319, 2367]"
50,40,40,"[91, 245, 884, 893, 919, 1120, 1203, 1208, 1283, 1292, 1514, 1847, 2183]","[32, 62, 285, 587, 722, 1072, 1312, 1521, 1705, 2307, 2503, 2669, 2975, 3198, 3222, 3248, 3391, 3618, 3824, 4131, 4321, 4386, 4550]"
51,21,8,"[2104, 2153, 2292, 2298, 2314, 2371, 2416, 2555, 2569, 2590, 2596, 2606, 2642, 2678, 2731, 2760, 2870, 2895, 2927, 2947, 3002, 3130, 3146, 3149, 3170, 3181, 3196, 3231, 3236, 3294, 3326, 3341, 3399, 3423, 3426, 3435, 3445, 3450, 3629, 3644, 3667, 3677, 3689, 3725, 3732, 3774, 3781, 3817, 3820, 3845, 3853, 3854, 3890, 3892, 3902, 3970, 3974, 3983, 4001, 4017, 4030, 4033, 4143, 4152, 4254, 4272, 4304, 4329, 4357, 4412, 4501, 4515, 4535, 4553]","[254, 827, 890, 946, 1005, 1083, 1262, 1371, 1433, 1777, 1787, 1820, 2010, 2257, 2331, 2541, 2585, 2714, 2715, 2751, 2848, 3079, 3089, 3093, 3199, 3220, 3262, 3427, 3456, 3540, 3621, 3633, 3673, 3753, 3759, 3868, 3923, 4077, 4409, 4438, 4442, 4511, 4545]"
52,16,27,"[65, 201, 290, 315, 486, 517, 595, 678, 791, 913, 1023, 1304, 1326, 1370, 1410, 1778, 2009, 2089, 2096, 2300, 2324, 2373, 2391, 2398, 2402, 2429, 2433, 2505, 2517, 2797, 2885, 2948, 2967, 2971, 3100, 3111, 3165, 3167, 3189, 3237, 3295, 3298, 3343, 3432, 3709, 3915, 3964, 3969, 4138, 4202, 4234, 4331, 4339, 4382, 4433, 4557]","[101, 256, 275, 294, 341, 402, 407, 425, 443, 595, 697, 714, 718, 776, 806, 841, 843, 910, 929, 967, 972, 1018, 1042, 1057, 1185, 1305, 1320, 1340, 1383, 1410, 1502, 1609, 1725, 1797, 1821, 1854, 1872, 2089, 2178, 2745, 3401]"
