unique_satellite_id,predicted_gateway,actual_gateway_id,assigned_cells,actual_cell_ids
415,20,20,"[0, 12, 155, 216, 217, 246, 269, 306, 313, 389, 419, 441, 487, 513, 516, 518, 532, 627, 636, 708, 773, 784, 847, 868, 876, 880, 939, 947, 977, 982, 1046, 1068, 1074, 1076, 1104, 1141, 1162, 1177, 1190, 1194, 1229, 1271, 1285, 1323, 1403, 1404, 1414, 1426, 1478, 1490, 1496, 1586, 1617, 1635, 1656, 1692, 1710, 1748, 1760, 1771, 1830, 1857, 1914, 2023, 2033, 2047, 2062, 2073, 2075, 2112, 2122, 2147, 2182, 2202, 2230, 2231, 2243, 2246, 2265, 2268, 2311, 2338, 2346, 2446, 2495, 2496, 2501, 2518, 2551, 2559, 2584, 2588, 2615, 2677, 2766, 2771, 2786, 2806, 2824, 2853, 2876, 2886, 2888, 2941, 2944, 2958, 2983, 2985, 3099, 3134, 3150, 3160, 3162, 3166, 3168, 3188, 3204, 3250, 3334, 3370, 3376, 3382, 3390, 3429, 3439, 3440, 3448, 3453, 3458, 3468, 3475, 3509, 3514, 3518, 3522, 3566, 3578, 3678, 3715, 3722, 3779, 3810, 3909, 3935, 3938, 3947, 3976, 3979, 4012, 4035, 4054, 4060, 4061, 4065, 4068, 4071, 4079, 4088, 4090, 4097, 4145, 4147, 4322, 4323, 4346, 4379, 4397, 4465]","[0, 12, 269, 313, 518, 532, 627, 683, 784, 847, 880, 953, 977, 982, 1046, 1126, 1162, 1177, 1190, 1271, 1293, 1404, 1414, 1496, 1586, 1620, 1748, 1771, 2073, 2075, 2112, 2122, 2147, 2157, 2182, 2202, 2246, 2265, 2268, 2311, 2399, 2494, 2495, 2526, 2559, 2588, 2771, 2786, 2806, 2824, 2921, 2983, 2985, 3012, 3166, 3188, 3249, 3250, 3257, 3334, 3370, 3376, 3412, 3440, 3468, 3509, 3522, 3671, 3779, 3810, 3847, 3909, 3938, 3947, 3976, 4012, 4035, 4060, 4065, 4068, 4071, 4097, 4323, 4465]"
1570,50,53,"[13, 21, 27, 72, 79, 110, 152, 173, 179, 197, 233, 243, 264, 296, 325, 326, 330, 340, 342, 365, 366, 377, 381, 405, 429, 432, 448, 465, 476, 481, 530, 548, 566, 609, 614, 617, 656, 687, 698, 710, 711, 717, 740, 756, 813, 832, 857, 882, 903, 920, 922, 941, 944, 945, 949, 956, 963, 964, 988, 1011, 1025, 1044, 1094, 1146, 1147, 1191, 1238, 1273, 1325, 1375, 1376, 1397, 1438, 1499]","[1, 13, 110, 264, 330, 340, 365, 376, 377, 381, 437, 543, 566, 614, 656, 666, 687, 698, 710, 740, 832, 920, 944, 963, 1132, 1147, 1191, 1249, 1273, 1418, 1425, 1650, 1715, 1749, 1769, 1794, 1803, 1919, 1979, 2024, 2086, 2101, 2114, 2128, 2159, 2342, 2381, 2397, 2500, 2521, 2558, 2648, 2653, 2723, 2753, 2858, 2974, 3037, 3049, 3068, 3084, 3145, 3227, 3307, 3481, 3544, 3549, 3622, 3707, 3716, 3944, 4004, 4018, 4020, 4055, 4099, 4250, 4353, 4402, 4447, 4480, 4490, 4516]"
1546,12,5,"[2, 11, 16, 23, 34, 64, 89, 99, 100, 112, 119, 120, 123, 138, 158, 161, 172, 178, 190, 220, 234, 287, 295, 322, 329, 334, 346, 355, 359, 371, 387, 454, 464, 490, 491, 509, 537, 541, 544, 575, 589, 605, 657, 660, 668, 701, 738, 753, 754, 768, 800, 822, 854, 864, 888, 905, 914, 932, 946, 950, 961, 987, 995, 999, 1020, 1030, 1034, 1062, 1073, 1090, 1143, 1183, 1196, 1207]","[2, 11, 23, 99, 112, 119, 120, 127, 138, 158, 178, 259, 334, 387, 454, 575, 605, 667, 796, 961, 1030, 1090, 1143, 1196, 1207, 1254, 1276, 1391, 1633, 1718, 1852, 1893, 1933, 1972, 2059, 2155, 2335, 2440, 2513, 2616, 2622, 4514]"
143,30,30,"[2729, 2735, 2962, 2996, 3028, 3030, 3059, 3139, 3205, 3289, 3425, 3478, 3495, 3501, 3529, 3615, 3639, 3661, 3669, 3787, 3821, 3825, 3873, 3886, 3945, 3998, 4052, 4057, 4162, 4173, 4302, 4303, 4356, 4369, 4406, 4408, 4435, 4440, 4482, 4484, 4565]","[3, 10, 103, 166, 175, 225, 237, 238, 266, 390, 404, 457, 494, 520, 563, 581, 606, 625, 685, 751, 814, 823, 1172, 1307, 1453, 1470, 1505, 1580, 1590, 1610, 1623, 1665, 1695, 1806, 2045, 2069, 2092, 2170, 2250, 2252, 2314, 2348, 2366, 2418, 2441, 2473, 2498, 2537, 2590, 2592, 2602, 2625, 2627, 2629, 2678, 2760, 2774, 2796, 2856, 2870, 2902, 2962, 2966, 3261, 3294, 3501, 3542, 3609, 3702, 3814, 3821, 3825, 3864, 3877, 3922, 3994, 3998, 4059, 4137, 4155, 4236, 4304, 4521, 4551, 4552, 4568]"
461,37,36,"[29, 85, 137, 174, 224, 232, 244, 249, 316, 321, 338, 343, 414, 421, 500, 502, 535, 554, 608, 622, 744, 759, 835, 883, 897, 984, 1017, 1033, 1045, 1113, 1124, 1129, 1178, 1209, 1211, 1219, 1222, 1268, 1337, 1345, 1365, 1387, 1388, 1390, 1407, 1430, 1482, 1528, 1594, 1604, 1646, 1657, 1672, 1730, 1755, 1773, 1804, 1924, 1956, 2021, 2028, 2063, 2097, 2098, 2108, 2110, 2117, 2259, 2333, 2355, 2356, 2363, 2365, 2401, 2432, 2532, 2617, 2656, 2657, 2661, 2676, 2679, 2725, 2762, 2841, 2875, 2878, 2930, 3006, 3013, 3029, 3060, 3070, 3141, 3202, 3271, 3277, 3306, 3463, 3490, 3520, 3550, 3705, 3749, 3798, 3855, 4062, 4126, 4148, 4151, 4163, 4180, 4188, 4220, 4233, 4293, 4306, 4314, 4340, 4352, 4403, 4425, 4463, 4464, 4467, 4520, 4546]","[4, 25, 44, 344, 397, 460, 686, 762, 824, 839, 840, 1043, 1080, 1419, 1427, 1614, 1704, 1753, 1985, 2083, 2113, 2275, 2347, 2419, 2523, 2604, 2683, 2821, 2847, 2964, 3400, 3545, 3590, 3719, 3862, 4026, 4105, 4201, 4215, 4361, 4517, 4523]"
1456,32,42,"[18, 25, 150, 169, 262, 344, 423, 460, 472, 477, 480, 501, 525, 615, 635, 767, 845, 921, 1032, 1043, 1198, 1236, 1260, 1546, 1614, 1696, 1704, 1805, 1850, 1895, 1976, 2041, 2113, 2146, 2176, 2220, 2221, 2269, 2377, 2549, 2600, 2681, 2720, 2746, 2821, 2866, 3034, 3052, 3184, 3194, 3264, 3288, 3293, 3392, 3428, 3524, 3642, 3643, 3862, 3863, 3872, 3875, 3881, 3910, 3921, 4006, 4051, 4081, 4156, 4198, 4268, 4355, 4426, 4547]","[5, 46, 50, 134, 135, 184, 246, 306, 357, 385, 389, 411, 545, 571, 755, 856, 957, 1036, 1058, 1089, 1165, 1228, 1290, 1318, 1353, 1355, 1399, 1403, 1426, 1475, 1503, 1536, 1575, 1713, 1728, 1805, 1888, 1938, 1963, 1999, 2023, 2190, 2262, 2496, 2612, 2615, 2631, 2769, 2775, 2862, 2939, 2981, 2987, 3042, 3050, 3061, 3062, 3071, 3090, 3131, 3155, 3439, 3477, 3519, 3535, 3552, 3554, 3625, 3678, 3712, 3793, 3809, 3838, 3871, 3929, 4142, 4195, 4237, 4271, 4340, 4420, 4436, 4455, 4479]"
278,49,41,"[2235, 2237, 2241, 2278, 2286, 2296, 2308, 2329, 2341, 2352, 2357, 2387, 2406, 2414, 2445, 2474, 2499, 2509, 2514, 2536, 2578, 2582, 2609, 2663, 2694, 2765, 2844, 2873, 2896, 2904, 2914, 2922, 2931, 2949, 2960, 3011, 3014, 3022, 3035, 3041, 3080, 3083, 3095, 3105, 3122, 3128, 3147, 3156, 3159, 3164, 3180, 3207, 3216, 3241, 3254, 3269, 3280, 3349, 3357, 3384, 3409, 3431, 3443, 3460, 3499, 3500, 3547, 3567, 3575, 3584, 3598, 3606, 3657, 3686, 3711, 3718, 3775, 3777, 3784, 3819, 3830, 3840, 3841, 3870, 3887, 3891, 3895, 3896, 3900, 3957, 3958, 3966, 3992, 4016, 4031, 4043, 4076, 4121, 4146, 4203, 4252, 4260, 4265, 4308, 4326, 4333, 4336, 4354, 4383, 4392, 4414, 4417, 4439, 4453, 4456, 4474, 4476, 4489, 4496, 4525, 4532, 4536, 4541, 4563]","[6, 8, 145, 194, 206, 289, 291, 511, 526, 558, 569, 588, 665, 727, 853, 872, 993, 1019, 1054, 1422, 1429, 1436, 1530, 1584, 1636, 1874, 1884, 1917, 1942, 1957, 1991, 1993, 2005, 2030, 2032, 2048, 2115, 2116, 2196, 2203, 2237, 2274]"
1547,50,52,"[1510, 1540, 1544, 1555, 1583, 1602, 1659, 1673, 1685, 1701, 1715, 1744, 1769, 1784, 1794, 1799, 1803, 1807, 1810, 1816, 1897, 1900, 1916, 1919, 1935, 1954, 1979, 1994, 2024, 2049, 2066, 2070, 2077, 2086, 2101, 2111, 2128, 2211, 2232, 2281, 2342, 2349, 2351, 2381, 2396, 2397, 2434, 2448, 2478, 2490, 2510, 2520, 2554, 2558, 2571, 2599, 2611, 2637, 2639, 2648, 2664, 2692, 2711, 2723, 2749, 2753, 2759, 2787, 2800, 2834, 2858, 2872, 2897]","[7, 39, 40, 106, 133, 187, 228, 253, 328, 380, 408, 436, 514, 516, 555, 570, 692, 704, 769, 781, 1204, 1258, 1270, 1323, 1393, 1446, 1472, 1487, 1512, 1535, 1634, 1694, 1708, 1720, 1742, 1788, 1881, 1905, 1922, 1974, 1997, 2195, 2210, 2258, 2343, 2378, 2384, 2479, 2543, 2595, 2619, 2667, 2700, 2727, 2836, 3017, 3018, 3097, 3148, 3218, 3228, 3232, 3396, 3407, 3448, 3491, 3498, 3557, 3564, 3631, 3765, 3867, 4003, 4008, 4013, 4028, 4115, 4283, 4313, 4358, 4431, 4437, 4493, 4495, 4539]"
211,43,31,"[14, 15, 43, 70, 88, 177, 188, 196, 213, 231, 273, 280, 391, 396, 446, 503, 510, 515, 560, 562, 603, 639, 645, 673, 702, 706, 815, 816, 825, 885, 940, 943, 970, 981, 991, 1002, 1022, 1091, 1102, 1134, 1197, 1226, 1239, 1301, 1406, 1479, 1541, 1684, 1802, 1823, 1891, 1926, 1951, 2002, 2080, 2148, 2167, 2192, 2236, 2276, 2393, 2435]","[9, 17, 59, 307, 400, 503, 508, 565, 577, 679, 716, 721, 746, 765, 770, 777, 788, 862, 923, 927, 928, 966, 991, 1041, 1077, 1215, 1241, 1244, 1250, 1253, 1277, 1455, 1469, 1477, 1489, 1563, 1615, 1640, 1869, 1871, 1901, 1907, 1973, 2094, 2104, 2292, 2350, 2371, 2416, 2555, 2569, 2606, 2927, 2947, 3002, 3130, 3170, 3181, 3196, 3231, 3341, 3399, 3423, 3450, 3629, 3644, 3689, 3725, 3732, 3774, 3781, 3817, 3820, 3890, 3892, 4001, 4143, 4152, 4272, 4357, 4501, 4515, 4535, 4553]"
97,21,21,"[9, 17, 30, 59, 86, 111, 302, 307, 323, 348, 400, 493, 508, 550, 563, 565, 577, 613, 663, 679, 716, 721, 746, 765, 770, 777, 788, 862, 894, 923, 927, 928, 948, 966, 1041, 1077, 1098, 1114, 1127, 1160, 1161, 1215, 1237, 1241, 1244, 1250, 1253, 1256, 1277, 1448]","[14, 86, 111, 231, 273, 302, 323, 348, 446, 550, 562, 613, 645, 663, 706, 894, 948, 1002, 1091, 1114, 1127, 1134, 1161, 1181, 1237, 1239, 1541, 1581, 1582, 1608, 1619, 1684, 1886, 1902, 1906, 1926, 1934, 1964, 2013, 2148, 2153, 2192, 2236, 2435, 2457, 2557, 2596, 2636, 2642, 2654, 2655, 2731, 2782, 2818, 2895, 3025, 3072, 3091, 3108, 3146, 3149, 3215, 3236, 3239, 3326, 3426, 3445, 3530, 3607, 3667, 3677, 3739, 3791, 3805, 3853, 3854, 3902, 3903, 4017, 4030, 4033, 4254, 4320, 4329]"
