cell_id,satellite_id,gateway_id
2070,1502,37
2071,98,19
2072,1432,51
2074,1501,46
2076,394,4
2077,485,50
2078,347,11
2079,96,2
2080,166,43
2081,280,33
2082,392,18
2083,1434,36
2084,1386,7
2085,1387,49
2086,30,53
2087,280,33
2088,279,12
2089,121,27
2090,416,10
2091,1547,35
2092,189,30
2093,120,9
2094,303,31
2095,371,25
2096,144,1
2097,1525,0
2098,530,37
2099,1500,3
2100,52,35
2101,30,53
2102,75,4
2103,279,12
2104,303,31
2105,1526,13
2106,187,23
2107,1364,38
2108,1525,0
2109,142,3
2110,1525,0
2111,1571,15
2113,1411,36
2114,30,53
2115,1341,41
2116,324,41
2117,1525,0
2118,1500,3
2119,1571,15
2120,98,19
2121,1523,39
2123,415,44
2124,280,33
2125,75,4
2126,1500,3
2127,463,48
2128,30,53
2129,509,28
2130,279,12
2131,326,28
2132,1432,51
2133,210,7
2134,7,34
2135,210,7
2136,98,19
2137,508,29
2138,1387,49
2139,325,12
2140,142,3
2141,371,25
2142,98,19
2143,1501,46
2144,28,2
2145,347,11
2146,461,32
2148,29,21
2149,235,19
2150,1523,39
2151,98,19
2152,53,14
2153,29,21
2154,417,16
2155,188,5
2156,1411,36
2158,1568,2
2159,30,53
2160,52,35
2161,553,13
2162,1432,51
2163,234,6
2164,348,22
2165,415,44
2166,1547,35
2167,143,43
2168,210,7
2169,7,34
2170,189,30
2171,187,23
2172,371,25
2173,348,22
2174,96,2
2175,280,33
2176,1388,36
2177,210,7
2178,349,27
2179,348,22
2180,394,4
2181,371,25
2183,96,2
2184,531,26
2185,1503,13
2186,417,16
2187,165,9
2188,1387,49
2189,417,16
2190,507,42
2191,438,45
2192,29,21
2193,1570,47
2194,301,18
2195,1456,52
2196,278,41
2197,1364,38
2198,531,26
2199,417,16
2200,417,16
2201,325,12
2203,324,41
2204,142,3
2205,8,29
2206,1387,49
2207,1457,24
2208,1457,24
2209,233,23
2210,1456,52
2211,1502,37
2212,508,29
2213,98,19
2214,75,4
2215,7,34
2216,347,11
2217,234,6
2218,8,29
2219,1411,36
2220,461,32
2221,1434,36
2222,233,23
2223,416,10
2224,1387,49
2225,121,27
2226,326,28
2227,1523,39
2228,347,11
2229,486,48
2230,484,17
2231,484,17
2232,1502,37
2233,371,25
2234,120,9
2235,1523,39
2236,29,21
2237,324,41
2238,416,10
2239,531,26
2240,417,16
2241,1387,49
2242,53,14
2243,484,17
2244,280,33
2245,484,17
2247,1501,46
2248,416,10
2249,392,18
2250,189,30
2251,52,35
2252,189,30
2253,99,48
2254,76,14
2255,1501,46
2256,1501,46
2257,97,8
2258,1456,52
2259,1571,15
2260,484,17
2261,1364,38
2262,507,42
2263,348,22
2264,1524,51
2266,1410,44
2267,1548,24
2269,484,17
2270,370,38
2271,486,48
2272,211,40
2273,416,10
2274,324,41
2275,1411,36
2276,166,43
2277,53,14
2278,1523,39
2279,394,4
2280,1432,51
2281,1502,37
2282,438,45
2283,349,27
2284,417,16
2285,98,19
2286,1387,49
2287,234,6
2288,53,14
2289,1478,40
2290,462,50
2291,531,26
2292,303,31
2293,416,10
2294,1568,2
2295,417,16
2296,1387,49
2297,1478,40
2298,234,6
2299,278,41
2300,417,16
2301,461,32
2302,325,12
2303,234,6
2304,142,3
2305,1364,38
2306,531,26
2307,1477,40
2308,210,7
2309,8,29
2310,1548,24
2312,462,50
2313,417,16
2314,189,30
2315,415,44
2316,1501,46
2317,258,28
2318,52,35
2319,508,29
2320,347,11
2321,76,14
2322,325,12
2323,98,19
2324,144,1
2325,302,3
2326,74,9
2327,325,12
2328,372,48
2329,210,7
2330,1410,44
2331,97,8
2332,1454,2
2333,1525,0
2334,234,6
2335,256,5
2336,438,45
2337,1388,36
2338,484,17
2339,371,25
2340,97,8
2341,210,7
2342,30,53
2343,1456,52
2344,1503,13
2345,98,19
2346,461,32
2347,1388,36
2348,189,30
2349,530,37
2350,303,31
2351,485,50
2352,324,41
2353,302,3
2354,325,12
2355,1525,0
2356,1525,0
2357,1455,49
2358,325,12
2359,280,33
2360,1571,15
2361,1501,46
2362,394,4
2363,1571,15
2364,1571,15
2365,1525,0
2366,189,30
2367,8,29
2368,120,9
2369,76,14
2370,484,17
2371,303,31
2372,1457,24
2373,121,27
2374,348,22
2375,1568,2
2376,509,28
2377,461,32
2378,1456,52
2379,1341,41
2380,508,29
2381,30,53
2382,121,27
2383,325,12
2384,1456,52
2385,1432,51
2386,325,12
2387,233,23
2388,392,18
2389,394,4
2390,1524,51
2391,144,1
2392,7,34
2393,166,43
2394,417,16
2395,1480,13
2396,530,37
2397,30,53
2398,144,1
2400,371,25
2401,530,37
2402,144,1
2403,7,34
2404,370,38
2405,349,27
2406,1455,49
2407,394,4
2408,348,22
2409,278,41
2410,280,33
2411,122,28
2412,1457,24
2413,348,22
2414,1455,49
2415,52,35
2416,303,31
2417,485,50
2418,189,30
2419,1388,36
2420,348,22
2421,439,47
2422,348,22
2423,326,28
2424,394,4
2425,531,26
2426,415,44
2427,392,18
2428,1500,3
2429,121,27
2430,348,22
2431,76,14
2432,1571,15
2433,144,1
2434,485,50
2435,29,21
2436,347,11
2437,417,16
2438,370,38
2439,1570,47
2440,188,5
2441,189,30
2442,325,12
2443,1411,36
2444,257,6
2445,1455,49
2446,461,32
2447,1525,0
2448,1502,37
2449,98,19
2450,53,14
2451,438,45
2452,7,34
2453,301,18
2454,233,23
2455,1548,24
2456,392,18
2457,29,21
2458,121,27
2459,257,6
2460,371,25
2461,1526,13
2462,348,22
2463,348,22
2464,417,16
2465,8,29
2466,438,45
2467,1501,46
2468,348,22
2469,76,14
2470,74,9
2471,1503,13
2472,347,11
2473,189,30
2474,1455,49
2475,144,1
2476,280,33
2477,7,34
2478,530,37
2479,1456,52
2480,166,43
2481,233,23
2482,166,43
2483,1501,46
2484,120,9
2485,1501,46
2486,370,38
2487,440,1
2488,120,9
2489,348,22
2490,1502,37
2491,1523,39
2492,348,22
2493,1478,40
2496,507,42
2497,394,4
2498,189,30
2499,1523,39
2500,30,53
2501,1570,47
2502,347,11
2503,119,40
2504,392,18
2505,440,1
2506,1569,46
2507,166,43
2508,347,11
2509,210,7
2510,530,37
2511,438,45
2512,1523,39
2513,188,5
2514,210,7
2515,438,45
2516,121,27
2517,440,1
2518,1570,47
2519,76,14
2520,530,37
2521,30,53
2522,278,41
2523,1411,36
2524,278,41
2525,76,14
2527,347,11
2528,509,28
2529,5,2
2530,325,12
2531,417,16
2532,1525,0
2533,278,41
2534,76,14
2535,142,3
2536,1523,39
2537,189,30
2538,167,48
2539,416,10
2540,1524,51
2541,97,8
2542,257,6
2543,1456,52
2544,370,38
2545,76,14
2546,257,6
2547,280,33
2548,7,34
2549,461,32
2550,1388,36
2551,484,17
2552,439,47
2553,461,32
2554,485,50
2555,303,31
2556,304,28
2557,29,21
2558,30,53
2560,394,4
2561,76,14
2562,394,4
2563,372,48
2564,348,22
2565,1569,46
2566,233,23
2567,415,44
2568,7,34
2569,303,31
2570,348,22
2571,1525,0
2572,143,43
2573,143,43
2574,166,43
2575,1478,40
2576,439,47
2577,1524,51
2578,210,7
2579,461,32
2580,74,9
2581,439,47
2582,233,23
2583,97,8
2584,1570,47
2585,97,8
2586,392,18
2587,395,28
2589,122,28
2590,189,30
2591,167,48
2592,189,30
2593,486,48
2594,7,34
2595,1456,52
2596,29,21
2597,531,26
2598,7,34
2599,530,37
2600,1388,36
2601,98,19
2602,189,30
2603,98,19
2604,1388,36
2605,120,9
2606,303,31
2607,324,41
2608,371,25
2609,210,7
2610,394,4
2611,530,37
2612,507,42
2613,553,13
2614,392,18
2615,507,42
2616,188,5
2617,1548,24
2618,347,11
2619,1456,52
2620,394,4
2621,1432,51
2622,1546,5
2623,531,26
2624,1524,51
2625,189,30
2626,167,48
2627,189,30
2628,324,41
2629,189,30
2630,347,11
2631,507,42
2632,463,48
2633,347,11
2634,392,18
2635,7,34
2636,29,21
2637,485,50
2638,8,29
2639,530,37
2640,165,9
2641,370,38
2642,29,21
2643,28,2
2644,304,28
2645,347,11
2646,142,3
2647,187,23
2648,30,53
2649,280,33
2650,1457,24
2651,324,41
2652,74,9
2653,30,53
2654,29,21
2655,29,21
2656,1525,0
2657,1525,0
2658,438,45
2659,97,8
2660,371,25
2661,1571,15
2662,347,11
2663,233,23
2664,1502,37
2665,1477,40
2666,98,19
2667,1456,52
2668,1457,24
2669,1477,40
2670,370,38
2671,392,18
2672,1500,3
2673,53,14
2674,415,44
2675,302,3
2676,1525,0
2677,484,17
2678,189,30
2679,1525,0
2680,440,1
2681,484,17
2682,325,12
2683,1388,36
2684,1500,3
2685,7,34
2686,76,14
2687,415,44
2688,1524,51
2689,235,19
2690,278,41
2691,438,45
2692,462,50
2693,370,38
2694,1455,49
2695,371,25
2696,7,34
2697,142,3
2698,76,14
2699,165,9
2700,1456,52
2701,415,44
2702,1524,51
2703,7,34
2704,1546,5
2705,509,28
2706,349,27
2707,233,23
2708,371,25
2709,531,26
2710,509,28
2711,1502,37
2712,325,12
2713,416,10
2714,97,8
2715,51,8
2716,280,33
2717,325,12
2718,371,25
2719,439,47
2720,1434,36
2721,53,14
2722,416,10
2723,30,53
2724,8,29
2725,1525,0
2726,188,5
2727,1456,52
2728,508,29
2729,98,19
2730,417,16
2731,29,21
2732,166,43
2733,1569,46
2734,370,38
2735,235,19
2736,439,47
2737,576,13
2738,1341,41
2739,258,28
2740,257,6
2741,281,28
2742,347,11
2743,1571,15
2744,1341,41
2745,121,27
2746,484,17
2747,301,18
2748,1547,35
2749,1502,37
2750,1341,41
2751,51,8
2752,1503,13
2753,30,53
2754,415,44
2755,1569,46
2756,324,41
2757,438,45
2758,1432,51
2759,485,50
2760,189,30
2761,394,4
2762,530,37
2763,301,18
2764,166,43
2765,1455,49
2766,462,50
2767,438,45
2768,280,33
2769,507,42
2770,1526,13
2772,371,25
2773,486,48
2774,189,30
2775,507,42
2776,326,28
2777,392,18
2778,348,22
2779,257,6
2780,486,48
2781,1524,51
2782,29,21
2783,439,47
2784,257,6
2785,417,16
2787,1571,15
2788,416,10
2789,1409,39
2790,165,9
2791,392,18
2792,1478,40
2793,281,28
2794,553,13
2795,280,33
2796,189,30
2797,440,1
2798,531,26
2799,1569,46
2800,1571,15
2801,440,1
2802,438,45
2803,97,8
2804,485,50
2805,166,43
2807,99,48
2808,165,9
2809,280,33
2810,257,6
2811,531,26
2812,213,28
2813,1457,24
2814,1546,5
2815,52,35
2816,99,48
2817,1569,46
2818,29,21
2819,463,48
2820,121,27
2821,1434,36
2822,1500,3
2823,119,40
2825,1457,24
2826,484,17
2827,121,27
2828,1569,46
2829,416,10
2830,1457,24
2831,166,43
2832,1457,24
2833,370,38
2834,485,50
2835,394,4
2836,1456,52
2837,325,12
2838,371,25
2839,166,43
2840,1480,13
2841,1571,15
2842,1411,36
2843,52,35
2844,1455,49
2845,1455,49
2846,576,13
2847,1434,36
2848,97,8
2849,1432,51
2850,166,43
2851,76,14
2852,258,28
2853,484,17
2854,257,6
2855,348,22
2856,189,30
2857,372,48
2858,30,53
2859,417,16
2860,210,7
2861,121,27
2862,507,42
2863,415,44
2864,166,43
2865,1410,44
2866,484,17
2867,371,25
2868,1523,39
2869,370,38
2870,189,30
2871,1477,40
2872,485,50
2873,233,23
2874,257,6
2875,530,37
2876,461,32
2877,394,4
2878,1571,15
2879,98,19
2880,280,33
2881,484,17
2882,462,50
2883,5,2
2884,1500,3
2885,121,27
2886,461,32
2887,165,9
2888,461,32
2889,280,33
2890,1569,46
2891,348,22
2892,280,33
2893,76,14
2894,438,45
2895,29,21
2896,1455,49
2897,485,50
2898,7,34
2899,417,16
2900,1524,51
2901,531,26
2902,189,30
2903,1500,3
2904,187,23
2905,485,50
2906,1546,5
2907,463,48
2908,1546,5
2909,1524,51
2910,74,9
2911,120,9
2912,438,45
2913,51,8
2914,1523,39
2915,438,45
2916,576,13
2917,258,28
2918,1455,49
2919,188,5
2920,8,29
2922,1455,49
2923,416,10
2924,370,38
2925,278,41
2926,301,18
2927,303,31
2928,440,1
2929,348,22
2930,1571,15
2931,1341,41
2932,76,14
2933,188,5
2934,8,29
2935,1523,39
2936,1525,0
2937,280,33
2938,302,3
2939,507,42
2940,99,48
2941,461,32
2942,462,50
2943,1569,46
2944,484,17
2945,122,28
2946,438,45
2947,303,31
2948,440,1
2949,1341,41
2950,302,3
2951,301,18
2952,301,18
2953,256,5
2954,485,50
2955,1571,15
2956,256,5
2957,1546,5
2958,461,32
2959,530,37
2960,210,7
2961,7,34
2962,189,30
2963,416,10
2964,1388,36
2965,1548,24
2966,189,30
2967,440,1
2968,530,37
2969,348,22
2970,348,22
2971,440,1
2972,258,28
2973,416,10
2974,30,53
2975,1477,40
2976,51,8
2977,416,10
2978,166,43
2979,531,26
2980,438,45
2981,507,42
2982,392,18
2984,52,35
2986,462,50
2987,507,42
2988,187,23
2989,370,38
2990,188,5
2991,166,43
2992,8,29
2993,371,25
2994,1523,39
2995,371,25
2996,98,19
2997,392,18
2998,439,47
2999,1480,13
3000,257,6
3001,1569,46
3002,303,31
3003,1547,35
3004,370,38
3005,1569,46
3006,1571,15
3007,51,8
3008,370,38
3009,438,45
3010,213,28
3011,1455,49
3013,1525,0
3014,233,23
3015,302,3
3016,281,28
3017,1456,52
3018,1456,52
3019,415,44
3020,508,29
3021,508,29
3022,187,23
3023,7,34
3024,1457,24
3025,29,21
3026,438,45
3027,278,41
3028,349,27
3029,1525,0
3030,440,1
3031,51,8
3032,485,50
3033,415,44
3034,461,32
3035,1455,49
3036,325,12
3037,30,53
3038,1569,46
3039,121,27
3040,166,43
3041,210,7
3042,507,42
3043,1569,46
3044,324,41
3045,440,1
3046,165,9
3047,440,1
3048,438,45
3049,30,53
3050,507,42
3051,484,17
3052,484,17
3053,121,27
3054,98,19
3055,438,45
3056,416,10
3057,257,6
3058,257,6
3059,349,27
3060,1525,0
3061,507,42
3062,507,42
3063,257,6
3064,325,12
3065,371,25
3066,51,8
3067,417,16
3068,30,53
3069,416,10
3070,1525,0
3071,507,42
3072,29,21
3073,347,11
3074,1523,39
3075,417,16
3076,1455,49
3077,7,34
3078,438,45
3079,51,8
3080,210,7
3081,576,13
3082,7,34
3083,233,23
3084,30,53
3085,326,28
3086,165,9
3087,190,28
3088,1523,39
3089,51,8
3090,507,42
3091,29,21
3092,165,9
3093,51,8
3094,438,45
3095,1523,39
3096,394,4
3097,1456,52
3098,52,35
3099,484,17
3100,440,1
3101,1502,37
3102,348,22
3103,188,5
3104,301,18
3105,1455,49
3106,417,16
3107,348,22
3108,29,21
3109,415,44
3110,415,44
3111,440,1
3112,1477,40
3113,1434,36
3114,372,48
3115,1503,13
3116,440,1
3117,415,44
3118,167,48
3119,438,45
3120,52,35
3121,461,32
3122,1341,41
3123,439,47
3124,417,16
3125,51,8
3126,462,50
3127,417,16
3128,210,7
3129,392,18
3130,303,31
3131,507,42
3132,280,33
3133,440,1
3134,461,32
3135,280,33
3136,7,34
3137,1569,46
3138,371,25
3139,349,27
3140,370,38
3141,1548,24
3142,370,38
3143,371,25
3144,348,22
3145,30,53
3146,29,21
3147,278,41
3148,1456,52
3149,29,21
3150,461,32
3151,371,25
3152,324,41
3153,324,41
3154,1524,51
3155,507,42
3156,210,7
3157,1410,44
3158,485,50
3159,210,7
3160,1570,47
3161,531,26
3162,484,17
3163,301,18
3164,1455,49
3165,440,1
3167,440,1
3168,484,17
3169,416,10
3170,303,31
3171,119,40
3172,74,9
3173,278,41
3174,1410,44
3175,440,1
3176,301,18
3177,7,34
3178,7,34
3179,51,8
3180,187,23
3181,303,31
3182,1569,46
3183,461,32
3184,461,32
3185,257,6
3186,439,47
3187,1571,15
3189,440,1
3190,258,28
3191,1548,24
3192,257,6
3193,394,4
3194,484,17
3195,438,45
3196,303,31
3197,325,12
3198,1477,40
3199,51,8
3200,349,27
3201,1570,47
3202,1571,15
3203,256,5
3204,484,17
3205,98,19
3206,166,43
3207,233,23
3208,438,45
3209,76,14
3210,440,1
3211,142,3
3212,1432,51
3213,438,45
3214,508,29
3215,29,21
3216,1341,41
3217,5,2
3218,1456,52
3219,1571,15
3220,51,8
3221,96,2
3222,211,40
3223,576,13
3224,1548,24
3225,576,13
3226,1455,49
3227,30,53
3228,1456,52
3229,348,22
3230,370,38
3231,303,31
3232,1456,52
3233,280,33
3234,1432,51
3235,1569,46
3236,29,21
3237,440,1
3238,167,48
3239,29,21
3240,52,35
3241,1455,49
3242,143,43
3243,1432,51
3244,347,11
3245,416,10
3246,166,43
3247,440,1
3248,1478,40
3251,1478,40
3252,1525,0
3253,348,22
3254,210,7
3255,349,27
3256,120,9
3258,166,43
3259,280,33
3260,257,6
3261,189,30
3262,51,8
3263,52,35
3264,484,17
3265,461,32
3266,7,34
3267,256,5
3268,1571,15
3269,233,23
3270,347,11
3271,1571,15
3272,1524,51
3273,371,25
3274,187,23
3275,167,48
3276,1524,51
3277,530,37
3278,392,18
3279,370,38
3280,233,23
3281,485,50
3282,1570,47
3283,97,8
3284,531,26
3285,167,48
3286,416,10
3287,52,35
3288,484,17
3289,349,27
3290,370,38
3291,370,38
3292,508,29
3293,1434,36
3294,189,30
3295,121,27
3296,1548,24
3297,99,48
3298,440,1
3299,347,11
3300,233,23
3301,508,29
3302,438,45
3303,301,18
3304,7,34
3305,325,12
3306,1548,24
3307,30,53
3308,210,7
3309,166,43
3310,1526,13
3311,187,23
3312,394,4
3313,440,1
3314,325,12
3315,461,32
3316,394,4
3317,348,22
3318,1502,37
3319,143,43
3320,440,1
3321,188,5
3322,280,33
3323,7,34
3324,485,50
3325,370,38
3326,29,21
3327,1410,44
3328,166,43
3329,74,9
3330,280,33
3331,257,6
3332,7,34
3333,392,18
3335,1480,13
3336,1388,36
3337,257,6
3338,461,32
3339,7,34
3340,74,9
3341,303,31
3342,7,34
3343,440,1
3344,7,34
3345,188,5
3346,576,13
3347,1432,51
3348,416,10
3349,210,7
3350,1546,5
3351,1523,39
3352,51,8
3353,531,26
3354,190,28
3355,1500,3
3356,1502,37
3357,233,23
3358,99,48
3359,531,26
3360,1546,5
3361,417,16
3362,166,43
3363,508,29
3364,280,33
3365,438,45
3366,120,9
3367,143,43
3368,166,43
3369,508,29
3371,1546,5
3372,371,25
3373,119,40
3374,1525,0
3375,76,14
3377,531,26
3378,325,12
3379,302,3
3380,416,10
3381,98,19
3382,484,17
3383,324,41
3384,1455,49
3385,347,11
3386,508,29
3387,1547,35
3388,142,3
3389,416,10
3390,484,17
3391,211,40
3392,461,32
3393,440,1
3394,325,12
3395,1480,13
3396,1456,52
3397,119,40
3398,7,34
3399,303,31
3400,1411,36
3401,121,27
3402,1547,35
3403,28,2
3404,439,47
3405,120,9
3406,1526,13
3407,1456,52
3408,1570,47
3409,1341,41
3410,371,25
3411,51,8
3413,257,6
3414,325,12
3415,485,50
3416,257,6
3417,166,43
3418,1571,15
3419,1478,40
3420,1411,36
3421,416,10
3422,1502,37
3423,303,31
3424,394,4
3425,235,19
3426,29,21
3427,97,8
3428,461,32
3429,461,32
3430,508,29
3431,210,7
3432,121,27
3433,211,40
3434,370,38
3435,280,33
3436,166,43
3437,508,29
3438,97,8
3439,507,42
3441,326,28
3442,439,47
3443,1455,49
3444,325,12
3445,29,21
3446,508,29
3447,76,14
3448,1456,52
3449,530,37
3450,303,31
3451,1457,24
3452,52,35
3453,484,17
3454,417,16
3455,211,40
3456,51,8
3457,211,40
3458,1570,47
3459,1434,36
3460,233,23
3461,416,10
3462,486,48
3463,1525,0
3464,76,14
3465,1478,40
3466,1457,24
3467,371,25
3469,76,14
3470,302,3
3471,415,44
3472,1569,46
3473,302,3
3474,98,19
3475,484,17
3476,1477,40
3477,507,42
3478,440,1
3479,531,26
3480,280,33
3481,30,53
3482,1432,51
3483,256,5
3484,438,45
3485,439,47
3486,439,47
3487,280,33
3488,52,35
3489,256,5
3490,1571,15
3491,1456,52
3492,1569,46
3493,415,44
3494,1477,40
3495,440,1
3496,347,11
3497,484,17
3498,1456,52
3499,210,7
3500,210,7
3501,189,30
3502,166,43
3503,392,18
3504,462,50
3505,508,29
3506,348,22
3507,98,19
3508,553,13
3510,531,26
3511,416,10
3512,167,48
3513,531,26
3514,462,50
3515,1571,15
3516,417,16
3517,165,9
3518,484,17
3519,507,42
3520,1571,15
3521,5,2
3523,508,29
3524,461,32
3525,508,29
3526,257,6
3527,1571,15
3528,348,22
3529,98,19
3530,29,21
3531,438,45
3532,166,43
3533,1571,15
3534,530,37
3535,507,42
3536,301,18
3537,166,43
3538,76,14
3539,120,9
3540,51,8
3541,347,11
3542,189,30
3543,371,25
3544,30,53
3545,1434,36
3546,98,19
3547,210,7
3548,52,35
3549,30,53
3550,1571,15
3551,280,33
3552,507,42
3553,347,11
3554,507,42
3555,1410,44
3556,1432,51
3557,1456,52
3558,462,50
3559,394,4
3560,28,2
3561,166,43
3562,1570,47
3563,98,19
3564,1456,52
3565,257,6
3566,484,17
3567,1455,49
3568,439,47
3569,257,6
3570,1523,39
3571,119,40
3572,1502,37
3573,301,18
3574,325,12
3575,1523,39
3576,76,14
3577,76,14
3578,1570,47
3579,256,5
3580,1455,49
3581,531,26
3582,1410,44
3583,76,14
3584,233,23
3585,348,22
3586,1571,15
3587,1410,44
3588,461,32
3589,508,29
3590,1411,36
3591,52,35
3592,188,5
3593,53,14
3594,371,25
3595,1523,39
3596,392,18
3597,99,48
3598,1455,49
3599,1546,5
3600,371,25
3601,122,28
3602,122,28
3603,301,18
3604,1571,15
3605,463,48
3606,210,7
3607,29,21
3608,371,25
3609,189,30
3610,371,25
3611,1569,46
3612,98,19
3613,1569,46
3614,280,33
3615,235,19
3616,508,29
3617,1569,46
3618,119,40
3619,1548,24
3620,417,16
3621,51,8
3622,30,53
3623,76,14
3624,99,48
3625,507,42
3626,1523,39
3627,415,44
3628,1547,35
3629,303,31
3630,462,50
3631,1456,52
3632,98,19
3633,51,8
3634,1569,46
3635,280,33
3636,280,33
3637,1454,2
3638,1454,2
3639,235,19
3640,1478,40
3641,1455,49
3642,484,17
3643,461,32
3644,303,31
3645,531,26
3646,301,18
3647,302,3
3648,484,17
3649,508,29
3650,51,8
3651,508,29
3652,394,4
3653,531,26
3654,392,18
3655,394,4
3656,416,10
3657,324,41
3658,392,18
3659,370,38
3660,509,28
3661,235,19
3662,187,23
3663,531,26
3664,325,12
3665,256,5
3666,348,22
3667,29,21
3668,347,11
3669,349,27
3670,440,1
3672,394,4
3673,51,8
3674,348,22
3675,7,34
3676,98,19
3677,29,21
3678,507,42
3679,415,44
3680,119,40
3681,348,22
3682,188,5
3683,301,18
3684,508,29
3685,52,35
3686,1523,39
3687,1523,39
3688,1570,47
3689,303,31
3690,1454,2
3691,1524,51
3692,257,6
3693,1478,40
3694,1524,51
3695,280,33
3696,508,29
3697,463,48
3698,347,11
3699,531,26
3700,281,28
3701,121,27
3702,189,30
3703,415,44
3704,394,4
3705,1525,0
3706,98,19
3707,30,53
3708,439,47
3709,121,27
3710,165,9
3711,1523,39
3712,507,42
3713,462,50
3714,1457,24
3715,461,32
3716,30,53
3717,370,38
3718,233,23
3719,1388,36
3720,347,11
3721,7,34
3722,461,32
3723,553,13
3724,531,26
3725,303,31
3726,258,28
3727,52,35
3728,1569,46
3729,394,4
3730,530,37
3731,1500,3
3732,303,31
3733,7,34
3734,485,50
3735,53,14
3736,462,50
3737,1411,36
3738,370,38
3739,29,21
3740,371,25
3741,416,10
3742,1569,46
3743,98,19
3744,394,4
3745,211,40
3746,416,10
3747,1569,46
3748,325,12
3749,1548,24
3750,370,38
3751,280,33
3752,166,43
3753,51,8
3754,508,29
3755,348,22
3756,392,18
3757,1547,35
3758,1432,51
3759,51,8
3760,257,6
3761,187,23
3762,440,1
3763,281,28
3764,256,5
3765,1456,52
3766,325,12
3767,370,38
3768,166,43
3769,1569,46
3770,325,12
3771,1548,24
3772,1502,37
3773,508,29
3774,303,31
3775,1455,49
3776,462,50
3777,1341,41
3778,371,25
3780,416,10
3781,303,31
3782,1410,44
3783,301,18
3784,1523,39
3785,1523,39
3786,165,9
3787,349,27
3788,461,32
3789,76,14
3790,280,33
3791,29,21
3792,1409,39
3793,507,42
3794,370,38
3795,371,25
3796,530,37
3797,1432,51
3798,1525,0
3799,1503,13
3800,438,45
3801,1480,13
3802,1547,35
3803,1570,47
3804,1523,39
3805,29,21
3806,190,28
3807,1454,2
3808,394,4
3809,507,42
3811,121,27
3812,462,50
3813,1478,40
3814,189,30
3815,1568,2
3816,394,4
3817,303,31
3818,371,25
3819,233,23
3820,303,31
3821,189,30
3822,553,13
3823,1454,2
3824,1477,40
3825,189,30
3826,531,26
3827,187,23
3828,257,6
3829,256,5
3830,324,41
3831,7,34
3832,52,35
3833,1410,44
3834,257,6
3835,325,12
3836,1457,24
3837,142,3
3838,507,42
3839,1523,39
3840,1455,49
3841,1455,49
3842,1569,46
3843,142,3
3844,1502,37
3845,257,6
3846,347,11
3848,1526,13
3849,256,5
3850,462,50
3851,166,43
3852,280,33
3853,29,21
3854,29,21
3855,1525,0
3856,371,25
3857,417,16
3858,348,22
3859,1410,44
3860,484,17
3861,257,6
3862,1388,36
3863,461,32
3864,189,30
3865,7,34
3866,371,25
3867,1456,52
3868,51,8
3869,1569,46
3870,1455,49
3871,507,42
3872,461,32
3873,235,19
3874,1478,40
3875,461,32
3876,1500,3
3877,189,30
3878,1388,36
3879,256,5
3880,371,25
3881,1388,36
3882,325,12
3883,417,16
3884,167,48
3885,417,16
3886,235,19
3887,1455,49
3888,508,29
3889,530,37
3890,303,31
3891,324,41
3892,303,31
3893,257,6
3894,1523,39
3895,324,41
3896,1455,49
3897,416,10
3898,531,26
3899,257,6
3900,210,7
3901,213,28
3902,29,21
3903,29,21
3904,553,13
3905,51,8
3906,417,16
3907,394,4
3908,394,4
3910,461,32
3911,213,28
3912,1454,2
3913,371,25
3914,1524,51
3915,121,27
3916,119,40
3917,439,47
3918,7,34
3919,347,11
3920,372,48
3921,484,17
3922,189,30
3923,51,8
3924,1503,13
3925,348,22
3926,326,28
3927,438,45
3928,1571,15
3929,507,42
3930,74,9
3931,1455,49
3932,76,14
3933,96,2
3934,484,17
3935,484,17
3936,325,12
3937,416,10
3939,416,10
3940,52,35
3941,484,17
3942,1569,46
3943,1570,47
3944,30,53
3945,235,19
3946,348,22
3948,439,47
3949,370,38
3950,531,26
3951,7,34
3952,304,28
3953,1526,13
3954,1569,46
3955,531,26
3956,1569,46
3957,1523,39
3958,1455,49
3959,278,41
3960,7,34
3961,257,6
3962,76,14
3963,416,10
3964,440,1
3965,394,4
3966,233,23
3967,165,9
3968,76,14
3969,440,1
3970,280,33
3971,120,9
3972,508,29
3973,1411,36
3974,280,33
3975,486,48
3977,509,28
3978,1571,15
3979,484,17
3980,415,44
3981,348,22
3982,372,48
3983,280,33
3984,1547,35
3985,302,3
3986,257,6
3987,281,28
3988,5,2
3989,166,43
3990,280,33
3991,142,3
3992,1341,41
3993,7,34
3994,189,30
3995,1503,13
3996,416,10
3997,325,12
3998,189,30
3999,28,2
4000,211,40
4001,303,31
4002,1526,13
4003,1456,52
4004,30,53
4005,257,6
4006,461,32
4007,438,45
4008,1456,52
4009,1546,5
4010,52,35
4011,1571,15
4013,1456,52
4014,438,45
4015,5,2
4016,210,7
4017,29,21
4018,30,53
4019,438,45
4020,30,53
4021,371,25
4022,508,29
4023,188,5
4024,165,9
4025,281,28
4026,1411,36
4027,348,22
4028,1456,52
4029,1432,51
4030,29,21
4031,233,23
4032,301,18
4033,29,21
4034,348,22
4036,1569,46
4037,257,6
4038,347,11
4039,438,45
4040,395,28
4041,257,6
4042,484,17
4043,210,7
4044,51,8
4045,256,5
4046,256,5
4047,1524,51
4048,76,14
4049,99,48
4050,99,48
