sat_id,latitude,longitude,altitude,predicted_gateway,predicted_cells
1539,39.2530455652026,-103.12515882326696,546.2783718037992,35,[]
0,33.72085788509384,-80.37705887368362,545.1828600881056,15,[]
180,52.40539055774291,-113.62436928787318,549.2217978682069,15,[]
477,39.689186949628215,-86.90574284240131,546.3694573654752,15,[]
1449,22.919682218966617,-103.83785568776224,543.5815439002139,15,[]
1495,22.57332237741205,-93.5163743673308,543.5450102653081,15,[]
293,38.53525747534088,-128.71784604018325,546.1278807393873,35,[]
67,47.55589477137868,-90.39447246536795,548.112721554398,15,[]
181,52.42823536203895,-87.3058202319791,549.2269992419675,15,[]
158,52.46866991235558,-92.67192384238184,549.2361854252756,15,[]
66,52.61904777031435,-114.14277976185964,549.2703286269693,15,[]
1447,39.824747815907614,-124.04214494108548,546.3988352133467,35,[]
1494,28.56044465018057,-99.43871861228008,544.3145481925112,15,[]
1516,39.396650387420905,-108.35300131770715,546.3085200331212,35,[]
546,40.11445671902259,-71.21078701233026,546.4597050235426,15,[]
568,29.397295079691386,-80.38847936991928,544.4430949534004,15,[]
1492,48.20596080206256,-132.33149395256964,548.262308280836,35,[]
182,47.02577162847972,-63.914858937759895,547.9919189548699,15,[]
1472,22.74658456728512,-98.67691305894576,543.5631564469031,15,[]
409,48.011055633529104,-83.99277574713629,548.2169714663099,15,[]
23,33.563004155685086,-75.18013645574416,545.153877781322,15,[]
386,47.91007200386879,-89.29631281507058,548.1938743754739,15,[]
44,47.65960708134712,-95.69393782662816,548.1363807231228,15,[]
111,52.27546803288409,-129.71737869677136,549.1921504575165,35,[]
45,38.761460264369695,-77.35736594889514,546.1746046222286,15,[]
316,38.68103265522604,-123.494537308158,546.1581205287766,35,[]
569,40.25527682621928,-65.97722128651994,546.4897253539399,15,[]
363,47.80828957213398,-94.59866900491386,548.1706010393272,15,[]
134,52.31989581999734,-124.35375549413295,549.2022899681441,35,[]
1540,28.060155732269443,-83.90998654842066,544.2397172705716,15,[]
636,17.812142909181294,-76.43094703780177,543.1511742151092,15,[]
1401,40.10784067726452,-134.50631046974684,546.4589116892467,35,[]
1563,27.89293530694689,-78.73483089733631,544.2151079022556,15,[]
1562,38.9645017604418,-92.67224793290792,546.2180260849885,15,[]
250,52.30017418581198,-71.21163932231516,549.1978913195863,15,[]
270,38.38905584540422,-133.9402563967787,546.0976365456867,35,[]
613,17.63493616105613,-81.58170230268651,543.1406175550188,15,[]
112,52.54613797956878,-103.40609733658324,549.2537787138767,15,[]
68,38.615922568953394,-72.13355795739412,546.1444058766593,15,[]
501,48.40688408124277,-62.76683317411719,548.3075603475592,15,[]
1515,48.10655434687998,-127.02565241688104,548.2395921897858,35,[]
1470,39.682505611735536,-118.81148873175545,546.3687543139531,35,[]
455,48.21060289235413,-73.38216147525587,548.2626294753833,15,[]
1402,29.22420852158935,-120.15149225918492,544.4165696622927,15,[]
499,28.90058641316614,-95.92569499849652,544.3657658531107,15,[]
454,39.54650780819304,-92.1354996782223,546.339321133574,15,[]
1538,48.0063375666158,-121.72099045467638,548.2166962172122,35,[]
545,29.23196831579973,-85.56812461225813,544.4171665663031,15,[]
478,48.30915470415838,-68.07508601579993,548.2851867138104,15,[]
1518,22.22631149086032,-83.19649262879508,543.5094502590346,15,[]
20,52.719807044362085,-130.2522038149595,549.2931858049039,35,[]
271,47.393289400538606,-115.79628016821984,548.0757830328225,35,[]
1469,48.304551020055406,-137.63851409889125,548.2848426579601,35,[]
614,29.727208237239072,-70.02744421549214,544.4953951432182,15,[]
46,33.40483540261941,-69.98392794407647,545.1249772676135,15,[]
1424,39.96652756368046,-129.27375031914926,546.4288885260262,35,[]
91,38.46995627296643,-66.91065150380369,546.114201288623,15,[]
