sat_id,latitude,longitude,altitude,predicted_gateway,predicted_cells
232,42.32679494685911,-129.70526399571136,546.9266337571419,2,"[50, 79, 162, 209, 365, 583, 653, 681, 856, 1103, 1257, 1322, 1407, 1409, 1516, 1529, 1611, 1666, 1945, 2309, 2451, 2571, 2623, 2650, 2826, 2959, 3009, 3094, 3131, 3191, 3292, 3296, 3346, 3504, 3545, 3558, 3625, 3696, 3736, 3798, 4058, 4118, 4391, 4433]"
1502,23.27559153441907,-81.55614110004885,543.6087828780702,13,"[3, 19, 36, 45, 58, 64, 118, 144, 162, 189, 203, 230, 238, 271, 352, 364, 387, 388, 430, 450, 452, 506, 560, 562, 563, 594, 599, 625, 645, 655, 677, 681, 705, 726, 727, 789, 810, 853, 860, 864, 926, 965, 994, 1002, 1003, 1040, 1064, 1092, 1101, 1102, 1116, 1117, 1136, 1144, 1148, 1149, 1153, 1167, 1175, 1188, 1196, 1223, 1226, 1247, 1257, 1264, 1349, 1393, 1429, 1431, 1436, 1441, 1465, 1551, 1607, 1615, 1652, 1668, 1681, 1686, 1717, 1786, 1824, 1871, 1931, 1934, 1942, 1989, 1997, 2024, 2033, 2046, 2047, 2085, 2088, 2093, 2188, 2224, 2237, 2280, 2352, 2366, 2385, 2445, 2451, 2456, 2466, 2474, 2491, 2527, 2529, 2531, 2595, 2606, 2671, 2691, 2696, 2704, 2783, 2788, 2855, 2867, 2869, 2873, 2894, 2910, 2915, 2918, 2946, 3036, 3048, 3055, 3083, 3094, 3108, 3119, 3120, 3122, 3128, 3201, 3226, 3299, 3402, 3434, 3546, 3622, 3657, 3703, 3720, 3739, 3775, 3840, 3858, 3870, 3882, 3896, 3897, 3902, 3981, 4007, 4029, 4045, 4089, 4116, 4175, 4179, 4203, 4208, 4252, 4312, 4334, 4345, 4354, 4444, 4474, 4500, 4507]"
1410,23.964887531382185,-102.20749805176268,543.6866082958048,45,"[3, 10, 36, 58, 79, 162, 171, 188, 200, 203, 226, 238, 352, 360, 364, 388, 401, 430, 446, 456, 560, 562, 625, 681, 741, 855, 943, 997, 1011, 1099, 1114, 1116, 1167, 1172, 1188, 1218, 1257, 1279, 1436, 1470, 1504, 1590, 1607, 1615, 1619, 1623, 1652, 1686, 1766, 1780, 1788, 1817, 1865, 1871, 1926, 1931, 1973, 1997, 2046, 2069, 2085, 2092, 2093, 2224, 2252, 2280, 2285, 2314, 2352, 2366, 2424, 2451, 2510, 2521, 2529, 2531, 2565, 2583, 2606, 2607, 2666, 2729, 2755, 2873, 2910, 2925, 2936, 2978, 3064, 3078, 3094, 3108, 3122, 3124, 3128, 3237, 3242, 3292, 3425, 3434, 3549, 3616, 3618, 3775, 3814, 3831, 3882, 3902, 4033, 4116, 4138, 4179, 4203, 4301, 4318, 4334, 4406, 4467, 4480, 4500]"
1432,35.352256385336155,-109.86646763131895,545.4800769222878,44,"[79, 162, 209, 238, 365, 583, 653, 681, 1150, 1167, 1257, 1666, 1686, 2314, 2451, 2650, 2729, 3009, 3078, 3094, 3237, 3292, 3381, 3558, 3625, 3696, 3736, 4058, 4118, 4179, 4318]"
257,53.14791789677101,-78.63268296618149,549.3793001787103,28,"[79, 162, 194, 230, 316, 352, 545, 665, 681, 735, 789, 799, 838, 964, 994, 999, 1003, 1040, 1104, 1144, 1149, 1167, 1257, 1264, 1366, 1436, 1441, 1569, 1617, 1681, 1845, 1858, 1967, 1989, 2054, 2237, 2248, 2249, 2299, 2318, 2388, 2445, 2451, 2504, 2511, 2788, 3019, 3055, 3094, 3119, 3134, 3191, 3310, 3365, 3439, 3531, 3545, 3719, 3833, 3896, 4029, 4053, 4080, 4179, 4213, 4306, 4311, 4361, 4391, 4436]"
51,51.11943136752227,-101.09377557084215,548.9169366947634,43,"[50, 79, 162, 681, 1257, 1414, 1529, 1845, 1935, 2248, 2299, 2388, 2451, 2571, 2650, 2959, 3094, 3191, 3365, 3475, 3545, 3648, 3798, 3897, 4118, 4179, 4306]"
75,44.09064309480815,-74.30213134668764,547.3174121104049,1,"[64, 79, 145, 162, 194, 203, 230, 352, 545, 665, 681, 789, 799, 818, 838, 890, 926, 952, 965, 994, 999, 1003, 1040, 1059, 1144, 1149, 1167, 1257, 1264, 1366, 1429, 1436, 1441, 1465, 1617, 1631, 1643, 1681, 1786, 1845, 1931, 1967, 1989, 2064, 2237, 2248, 2249, 2299, 2318, 2388, 2445, 2451, 2456, 2511, 2687, 2691, 2788, 2869, 2894, 3019, 3055, 3094, 3119, 3253, 3310, 3365, 3531, 3720, 3840, 3896, 3897, 4029, 4053, 4080, 4179, 4213, 4361, 4436, 4507, 4532]"
143,50.84342100545136,-79.72088008865482,548.8538477549821,28,"[64, 79, 162, 194, 203, 230, 352, 545, 665, 681, 735, 789, 799, 838, 890, 965, 994, 999, 1003, 1040, 1144, 1149, 1167, 1257, 1264, 1366, 1436, 1441, 1465, 1617, 1681, 1786, 1845, 1858, 1931, 1967, 1989, 2237, 2248, 2249, 2299, 2318, 2388, 2445, 2451, 2511, 2691, 2788, 2869, 3019, 3055, 3094, 3119, 3134, 3253, 3310, 3365, 3439, 3531, 3545, 3720, 3896, 3897, 4029, 4053, 4080, 4179, 4213, 4311, 4361, 4436, 4532]"
50,53.07434110149951,-127.0303347940864,549.3625061653665,2,"[50, 79, 162, 226, 354, 365, 583, 653, 681, 835, 856, 1103, 1257, 1271, 1322, 1355, 1407, 1409, 1516, 1529, 1566, 1583, 1611, 1626, 1654, 1659, 1666, 1935, 1945, 2248, 2270, 2309, 2451, 2571, 2623, 2650, 2687, 2826, 2923, 2959, 3094, 3131, 3134, 3191, 3346, 3365, 3400, 3453, 3504, 3545, 3558, 3586, 3625, 3659, 3678, 3696, 3736, 3798, 3935, 4058, 4118, 4311, 4391, 4433]"
1546,44.51204250699953,-100.20631501734734,547.4127035030638,21,"[79, 162, 681, 1257, 2451, 2650, 3094, 3365, 3897, 4179]"
52,44.21533110287259,-79.56673869109837,547.3452884690532,27,"[64, 79, 145, 162, 194, 203, 230, 352, 545, 665, 681, 789, 799, 818, 838, 965, 1003, 1040, 1144, 1149, 1167, 1257, 1264, 1366, 1436, 1441, 1643, 1681, 1786, 1845, 1931, 1989, 2237, 2248, 2249, 2299, 2388, 2445, 2451, 2456, 2511, 2788, 3019, 3055, 3083, 3094, 3119, 3365, 3720, 3840, 3896, 3897, 4029, 4080, 4179, 4213, 4361, 4436, 4532]"
553,34.25323969409189,-67.06406368880414,545.2707308329517,29,"[64, 79, 112, 118, 145, 162, 194, 203, 230, 352, 387, 452, 545, 560, 594, 599, 655, 665, 680, 681, 735, 789, 799, 811, 818, 838, 890, 926, 964, 965, 989, 994, 999, 1002, 1003, 1010, 1040, 1058, 1059, 1092, 1117, 1144, 1149, 1167, 1223, 1247, 1257, 1264, 1366, 1429, 1436, 1441, 1465, 1551, 1631, 1643, 1652, 1668, 1681, 1760, 1786, 1818, 1845, 1884, 1931, 1967, 1989, 2022, 2061, 2064, 2068, 2103, 2188, 2237, 2248, 2249, 2266, 2299, 2301, 2318, 2347, 2385, 2388, 2445, 2451, 2456, 2466, 2474, 2502, 2511, 2529, 2553, 2621, 2687, 2691, 2788, 2864, 2865, 2869, 2873, 2894, 2915, 3019, 3036, 3048, 3055, 3083, 3090, 3094, 3117, 3119, 3226, 3500, 3504, 3531, 3646, 3703, 3708, 3720, 3804, 3840, 3858, 3870, 3882, 3896, 3897, 4021, 4029, 4053, 4080, 4116, 4159, 4179, 4208, 4213, 4358, 4361, 4436, 4507, 4532]"
323,32.51143428339378,-124.21788456880788,544.953188735393,18,"[79, 162, 188, 209, 238, 365, 448, 456, 583, 653, 681, 1103, 1105, 1150, 1257, 1322, 1409, 1666, 2314, 2451, 2571, 2650, 2729, 3009, 3081, 3094, 3237, 3292, 3381, 3504, 3558, 3625, 3696, 3736, 4058, 4118, 4179, 4433, 4467]"
392,32.99018429374116,-108.63891929845708,545.0387459614284,44,"[79, 162, 238, 653, 681, 1150, 1167, 1218, 1257, 1686, 1973, 2314, 2366, 2451, 2650, 2729, 2936, 3078, 3094, 3224, 3237, 3292, 3381, 3625, 3736, 4118, 4179, 4318]"
552,22.57117323433,-79.59923161114442,543.5327223306383,13,"[3, 19, 36, 45, 58, 64, 68, 118, 144, 162, 189, 202, 203, 230, 238, 271, 276, 352, 387, 388, 430, 450, 452, 506, 527, 560, 562, 563, 594, 599, 625, 645, 654, 655, 677, 680, 681, 696, 705, 726, 727, 789, 810, 853, 860, 864, 926, 965, 994, 1002, 1003, 1040, 1059, 1064, 1091, 1092, 1095, 1101, 1102, 1116, 1117, 1136, 1140, 1144, 1148, 1149, 1153, 1167, 1175, 1188, 1196, 1223, 1226, 1247, 1257, 1264, 1349, 1393, 1429, 1431, 1436, 1441, 1465, 1487, 1530, 1551, 1600, 1607, 1643, 1652, 1668, 1681, 1686, 1717, 1786, 1789, 1824, 1871, 1931, 1934, 1942, 1989, 1997, 2024, 2033, 2046, 2047, 2061, 2068, 2085, 2088, 2093, 2103, 2188, 2193, 2224, 2237, 2280, 2301, 2352, 2366, 2385, 2392, 2445, 2451, 2456, 2466, 2474, 2491, 2527, 2529, 2531, 2595, 2606, 2671, 2687, 2691, 2696, 2704, 2783, 2788, 2855, 2867, 2869, 2873, 2894, 2910, 2915, 2918, 2946, 3036, 3048, 3055, 3083, 3094, 3117, 3119, 3120, 3122, 3128, 3201, 3226, 3299, 3378, 3402, 3434, 3477, 3504, 3546, 3622, 3644, 3657, 3703, 3720, 3739, 3775, 3788, 3840, 3858, 3870, 3882, 3896, 3897, 3902, 3981, 4007, 4029, 4045, 4089, 4113, 4115, 4116, 4175, 4179, 4208, 4252, 4312, 4334, 4345, 4354, 4444, 4474, 4500, 4507]"
1455,35.19788095420887,-104.66174694308836,545.4503938943812,10,"[79, 162, 653, 681, 1257, 1686, 2314, 2451, 2650, 3078, 3094, 3224, 3292, 4118, 4179]"
73,53.08728929471065,-121.65348667078374,549.3654553164728,2,"[50, 79, 162, 365, 583, 653, 681, 856, 1103, 1257, 1322, 1407, 1409, 1516, 1529, 1566, 1583, 1611, 1626, 1659, 1666, 1935, 1945, 2248, 2309, 2451, 2571, 2623, 2650, 2826, 2923, 2959, 3094, 3134, 3191, 3346, 3365, 3504, 3545, 3558, 3625, 3678, 3696, 3736, 3798, 3935, 4058, 4118, 4179, 4311, 4391, 4433]"
484,33.78197299922972,-82.6600185801189,545.1831360492122,0,"[19, 64, 79, 162, 203, 230, 352, 560, 599, 665, 681, 965, 1003, 1040, 1059, 1117, 1144, 1149, 1153, 1257, 1264, 1429, 1436, 1441, 1652, 1668, 1681, 1786, 1820, 1931, 1989, 2237, 2248, 2249, 2280, 2451, 2456, 2474, 2527, 2788, 2855, 2869, 2915, 3055, 3083, 3094, 3365, 3703, 3720, 3840, 3870, 3882, 3896, 3897, 4007, 4029, 4080, 4116, 4179, 4213, 4507, 4532]"
189,50.69941966059751,-69.04059834291321,548.8209190054123,28,"[79, 106, 145, 162, 194, 203, 230, 250, 269, 316, 337, 352, 363, 545, 681, 735, 789, 799, 838, 839, 890, 952, 964, 965, 989, 994, 999, 1003, 1040, 1058, 1104, 1144, 1149, 1167, 1169, 1211, 1257, 1264, 1355, 1366, 1436, 1441, 1457, 1465, 1551, 1569, 1617, 1631, 1643, 1681, 1760, 1818, 1845, 1931, 1967, 1989, 2028, 2054, 2061, 2064, 2208, 2237, 2248, 2249, 2266, 2289, 2299, 2318, 2347, 2385, 2388, 2445, 2451, 2457, 2504, 2511, 2522, 2687, 2691, 2788, 2864, 2869, 2894, 2915, 2916, 2941, 2990, 3019, 3055, 3090, 3094, 3117, 3119, 3134, 3152, 3220, 3253, 3310, 3439, 3500, 3504, 3531, 3545, 3692, 3719, 3720, 3772, 3812, 3833, 3896, 4029, 4053, 4054, 4080, 4179, 4213, 4306, 4311, 4361, 4391, 4436, 4532]"
