loss,gateway_coverage,cell_coverage
14.924156188964844,0.8333333333333334,0.0028452615451958854
14.837725639343262,0.8888888888888888,0.003064127817903261
14.789316177368164,0.8703703703703703,0.0024075289997811337
14.75766372680664,0.9444444444444444,0.0035018603633180127
14.750100135803223,0.9259259259259259,0.0041584591814401405
14.771452903747559,0.8888888888888888,0.0035018603633180127
14.770687103271484,0.8148148148148148,0.0035018603633180127
14.771867752075195,0.9259259259259259,0.0028452615451958854
14.827500343322754,0.7962962962962963,0.0035018603633180127
14.772050857543945,0.9074074074074074,0.003064127817903261
14.795434951782227,0.8333333333333334,0.0026263952724885093
14.76711654663086,0.8888888888888888,0.003064127817903261
14.726236343383789,0.8888888888888888,0.003064127817903261
14.73051643371582,0.9074074074074074,0.003064127817903261
14.723158836364746,0.8888888888888888,0.003282994090610637
14.718179702758789,0.9444444444444444,0.003064127817903261
14.709490776062012,0.9629629629629629,0.003282994090610637
14.70971965789795,0.9814814814814815,0.0028452615451958854
14.70975399017334,0.9629629629629629,0.0028452615451958854
14.716309547424316,0.8888888888888888,0.002188662727073758
14.715415000915527,0.8888888888888888,0.0024075289997811337
14.725495338439941,0.9259259259259259,0.001969796454366382
14.73422908782959,0.9629629629629629,0.0026263952724885093
14.715805053710938,0.9444444444444444,0.001969796454366382
14.707172393798828,0.9629629629629629,0.002188662727073758
14.706755638122559,0.9814814814814815,0.003939592908732764
14.704934120178223,0.9444444444444444,0.0035018603633180127
14.705953598022461,0.9259259259259259,0.003282994090610637
14.715996742248535,0.8888888888888888,0.0026263952724885093
14.7054443359375,0.9259259259259259,0.001969796454366382
14.6983003616333,0.9444444444444444,0.0024075289997811337
14.697073936462402,0.9629629629629629,0.0028452615451958854
14.694894790649414,0.9444444444444444,0.003064127817903261
14.692238807678223,0.9629629629629629,0.001969796454366382
14.699810028076172,0.9444444444444444,0.001969796454366382
14.689667701721191,0.9444444444444444,0.0017509301816590063
14.687189102172852,0.9814814814814815,0.002188662727073758
14.6908540725708,0.9444444444444444,0.0013131976362442547
14.700203895568848,0.9444444444444444,0.002188662727073758
14.687153816223145,0.9814814814814815,0.0013131976362442547
14.690009117126465,0.9814814814814815,0.001969796454366382
14.687623023986816,0.9814814814814815,0.002188662727073758
14.68437385559082,1.0,0.0013131976362442547
14.682540893554688,0.9814814814814815,0.0015320639089516305
14.681243896484375,0.9629629629629629,0.001094331363536879
14.679659843444824,0.9814814814814815,0.0015320639089516305
14.677885055541992,0.9814814814814815,0.0008754650908295032
14.678597450256348,0.9629629629629629,0.0008754650908295032
14.67672061920166,0.9814814814814815,0.0015320639089516305
14.67624282836914,0.9814814814814815,0.001094331363536879
14.676007270812988,0.9629629629629629,0.0017509301816590063
14.675854682922363,0.9814814814814815,0.0017509301816590063
14.675172805786133,0.9629629629629629,0.0015320639089516305
14.674905776977539,0.9814814814814815,0.001094331363536879
14.674580574035645,1.0,0.0008754650908295032
14.674076080322266,1.0,0.0013131976362442547
14.67336654663086,1.0,0.001094331363536879
14.67318344116211,0.9814814814814815,0.001094331363536879
14.672109603881836,1.0,0.0017509301816590063
14.671478271484375,1.0,0.0013131976362442547
14.67197036743164,0.9814814814814815,0.0015320639089516305
14.672883033752441,0.9814814814814815,0.0006565988181221273
14.67241096496582,1.0,0.0015320639089516305
14.677796363830566,0.9814814814814815,0.0024075289997811337
14.674025535583496,0.9814814814814815,0.0013131976362442547
14.676545143127441,0.9814814814814815,0.0024075289997811337
14.67453384399414,1.0,0.002188662727073758
14.675005912780762,0.9629629629629629,0.0024075289997811337
14.67465877532959,0.9814814814814815,0.0013131976362442547
14.673273086547852,0.9814814814814815,0.001094331363536879
